,year,regional_schlüssel,Aus15,Aus16,Aus17,Aus18,Aus19,Aus20,Aus21,Aus22,Aus23,Aus24,Aus25,Aus26,Aus27,Aus28,Aus29,Aus30,Aus31,Aus32,Aus33,Aus34,Aus35,Aus36,Aus37,Aus38,Aus39,Aus40,Aus41,Aus42,Aus43,Aus44,Aus45,Aus46,Aus47,Aus48,Aus49,Aus50,Ausuknwn,Deu15,Deu16,Deu17,Deu18,Deu19,Deu20,Deu21,Deu22,Deu23,Deu24,Deu25,Deu26,Deu27,Deu28,Deu29,Deu30,Deu31,Deu32,Deu33,Deu34,Deu35,Deu36,Deu37,Deu38,Deu39,Deu40,Deu41,Deu42,Deu43,Deu44,Deu45,Deu46,Deu47,Deu48,Deu49,Deu50,Deuuknwn,Austotal,Deutotal,Deu15_20,Aus15_20,Deu21_25,Aus21_25,Deu26_30,Aus26_30,Deu31_35,Aus31_35,Deu36_40,Aus36_40,Deu41_45,Aus41_45,Deu46_50,Aus46_50
3782,2009,5374016,0,0,0,0,0,1,0,1,1,1,0,2,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,0,3,6,4,7,6,1,6,4,7,7,4,8,4,3,4,0,1,2,0,0,0,0,0,0,0,0,3,2,2,5,0,13,93,1,4,3,26,4,25,2,23,1,3,0,0,2,12
3783,2009,5374020,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,1,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,5,4,6,3,3,10,9,17,9,9,5,9,12,14,2,3,0,0,6,2,0,0,0,0,0,0,0,7,8,9,0,0,18,155,0,8,1,26,6,49,7,40,1,8,0,0,3,24
3784,2009,5374024,0,0,0,0,1,1,0,1,1,1,0,1,2,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,5,3,3,2,6,8,9,8,12,6,8,2,6,5,5,7,0,1,2,1,0,0,0,0,0,0,0,5,2,4,2,0,17,113,2,6,3,22,6,43,2,25,0,4,0,0,4,13
3785,2009,5374028,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3,2,5,0,4,0,4,9,8,6,7,5,10,4,4,0,0,1,0,0,0,1,0,0,0,0,2,0,1,4,0,14,83,0,3,3,14,3,27,6,30,0,1,0,1,2,7
3786,2009,5374032,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,5,3,7,6,10,9,12,4,6,15,9,10,7,9,4,5,2,0,1,2,0,0,0,0,0,0,0,3,8,4,1,0,9,145,0,8,2,35,4,46,2,35,0,5,0,0,1,16
3787,2009,5374036,0,0,0,0,0,0,1,1,1,3,1,2,3,2,2,2,1,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,3,2,4,5,8,9,12,11,5,8,8,3,4,3,10,1,1,8,3,0,0,0,0,0,0,0,5,1,2,1,0,26,120,0,3,7,22,11,45,5,28,1,13,0,0,2,9
3788,2009,5374040,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,2,3,2,3,4,4,3,8,9,11,9,11,11,10,15,11,6,4,2,0,2,1,1,0,1,0,0,0,0,6,5,7,5,0,10,157,0,8,0,22,3,51,3,46,0,6,0,1,4,23
3789,2009,5374044,0,0,0,0,0,0,1,2,1,2,1,1,4,1,3,2,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,4,3,11,7,6,9,14,13,18,11,17,9,9,8,6,7,3,1,1,1,1,1,1,0,0,0,0,0,8,8,3,5,0,31,189,0,11,7,47,11,68,11,33,0,5,0,1,2,24
3790,2009,5374048,0,0,0,0,0,1,1,1,3,1,1,1,1,0,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,1,1,1,4,3,5,3,1,9,8,7,10,11,6,11,7,13,9,10,0,1,2,1,0,0,0,0,0,0,0,7,6,3,5,0,21,145,1,7,7,21,4,42,4,50,0,4,0,0,5,21
3791,2009,5374052,0,0,0,0,0,0,0,2,2,2,0,0,2,0,4,2,2,2,0,1,4,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,4,1,4,3,2,2,9,4,9,5,14,13,8,9,9,9,12,10,0,0,1,2,0,0,0,0,0,0,0,2,6,3,5,0,27,146,0,9,6,20,8,49,9,49,1,3,0,0,3,16
3792,2009,5378004,0,0,1,0,1,5,2,12,8,5,10,7,7,11,11,10,7,8,12,9,12,0,0,2,2,0,0,0,0,0,0,0,6,7,3,3,0,0,2,0,4,7,9,13,6,17,8,25,30,34,28,38,48,52,48,46,50,38,6,2,22,13,3,0,0,1,0,0,0,45,36,35,36,0,161,702,7,22,37,69,46,178,48,234,4,46,0,1,19,152
3793,2009,5378008,0,0,0,0,0,0,3,0,1,1,2,0,2,1,2,1,2,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,1,0,0,1,2,1,4,3,5,3,8,5,10,3,3,7,9,8,6,0,1,2,2,0,0,0,0,0,0,0,2,2,2,4,0,29,94,0,2,7,15,6,29,7,33,2,5,0,0,7,10
3794,2009,5378012,0,0,0,0,0,0,0,0,3,1,3,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,4,4,2,6,8,9,10,8,13,8,11,10,7,6,8,1,0,5,1,0,0,0,0,0,0,0,4,4,4,4,0,14,139,0,2,7,24,1,48,3,42,0,7,0,0,3,16
3795,2009,5378016,0,0,0,0,0,0,1,0,1,4,2,0,1,0,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,1,0,1,1,0,1,2,2,9,5,6,6,13,12,9,15,15,9,9,11,0,1,5,3,1,0,0,0,0,0,0,9,4,5,7,0,19,163,0,4,8,19,4,46,3,59,0,10,0,0,4,25
3796,2009,5378020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,4,1,6,10,6,8,5,6,2,14,4,1,2,2,0,0,0,0,0,0,0,0,10,1,3,4,0,3,93,0,0,0,8,0,31,2,31,0,5,0,0,1,18
3797,2009,5378024,0,0,0,0,0,2,1,1,2,0,2,5,2,2,2,1,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,2,2,4,1,1,7,5,10,16,8,11,12,18,15,14,11,9,4,5,6,6,1,0,0,1,0,0,0,12,11,4,3,0,30,199,2,4,6,18,12,57,6,67,0,22,0,1,4,30
3798,2009,5378028,0,0,0,0,0,0,2,0,2,1,1,4,1,0,1,3,2,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,1,3,4,3,1,6,10,6,7,9,8,21,14,8,16,7,10,8,1,5,7,6,1,1,0,0,0,0,0,11,13,8,7,0,32,202,0,8,6,26,9,59,11,49,0,20,0,1,6,39
3799,2009,5378032,0,0,0,0,0,0,0,1,2,0,1,2,1,2,0,1,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,3,2,1,7,3,4,9,10,6,14,14,14,22,11,18,16,11,12,5,2,2,3,3,0,2,0,0,0,1,0,11,8,11,2,0,23,229,0,15,4,32,6,75,11,62,0,10,0,3,2,32
3800,2009,5382004,0,0,0,0,0,0,1,4,0,4,1,3,2,1,1,4,1,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,2,2,2,2,3,5,6,4,4,9,12,9,13,21,7,13,10,18,12,0,0,2,1,0,0,0,0,0,0,0,7,6,10,4,0,35,185,0,9,10,22,11,64,8,60,1,3,0,0,5,27
3801,2009,5382008,0,0,0,0,0,3,2,0,1,1,1,4,0,1,3,3,2,3,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,3,0,1,5,2,2,3,3,5,3,9,4,10,9,13,4,2,7,5,2,6,4,0,0,0,0,0,0,0,3,9,2,9,0,35,125,3,4,5,15,11,31,10,35,2,17,0,0,4,23
3802,2009,5382012,0,0,0,1,0,2,3,3,1,2,3,5,2,1,4,1,5,1,2,2,3,0,0,1,1,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,3,5,7,3,3,11,17,11,15,21,23,22,27,19,24,13,26,12,1,2,7,6,1,0,0,0,0,0,0,12,19,14,10,0,48,335,3,16,12,45,13,108,13,94,2,17,0,0,5,55
3803,2009,5382016,0,0,0,1,0,2,0,2,2,3,1,0,4,5,1,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,2,3,2,3,3,10,7,13,6,12,9,15,4,4,3,2,1,3,2,0,0,0,0,0,0,0,4,5,6,4,0,29,127,3,4,8,13,12,48,4,35,1,8,0,0,1,19
3804,2009,5382020,0,0,0,0,0,1,2,2,3,3,0,2,4,7,4,5,5,4,3,3,1,0,0,0,0,1,0,0,0,0,0,0,1,2,0,3,0,1,1,0,1,1,10,7,7,8,14,15,18,19,21,24,23,26,24,24,20,17,1,1,11,3,0,1,2,0,0,0,0,11,9,5,13,0,56,338,1,14,10,51,22,105,16,111,1,16,0,3,6,38
3805,2009,5382024,0,0,0,2,0,1,2,0,0,2,0,1,2,7,2,5,0,1,2,3,5,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,4,4,3,8,6,6,6,6,7,8,13,14,10,26,26,26,28,14,2,1,4,4,0,2,0,0,2,0,0,12,16,8,14,0,41,281,3,12,4,32,17,52,11,120,1,11,1,4,4,50
3806,2009,5382028,0,0,0,0,0,0,0,1,0,0,2,2,1,2,4,0,1,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,2,4,2,9,3,9,7,13,15,13,12,17,15,10,14,9,4,2,6,2,0,0,0,0,0,0,0,13,10,3,9,0,25,204,0,3,3,27,9,60,9,65,0,14,0,0,4,35
3807,2009,5382032,0,0,0,0,1,2,4,0,3,0,0,3,0,1,3,1,0,2,2,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,4,5,7,4,4,3,6,8,11,5,5,6,8,5,10,1,1,4,1,0,0,0,0,0,0,0,6,6,4,4,0,28,122,3,4,7,24,8,33,8,34,1,7,0,0,1,20
3808,2009,5382036,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,1,3,2,6,1,8,2,7,4,9,9,9,10,7,0,0,2,0,0,0,0,0,0,0,0,4,1,2,4,0,9,94,0,3,2,12,3,22,2,44,1,2,0,0,1,11
3809,2009,5382040,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,4,3,5,4,2,4,6,10,9,10,8,14,12,10,10,7,2,0,4,1,0,0,0,0,0,0,0,9,7,4,5,0,11,153,0,7,3,18,2,43,4,53,1,7,0,0,1,25
3810,2009,5382044,0,0,0,1,0,0,1,1,0,2,1,2,8,4,7,5,4,0,3,4,1,1,0,1,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,3,1,2,0,4,7,9,3,10,12,18,12,19,16,16,15,21,11,4,1,7,2,1,1,1,0,0,0,0,11,11,10,8,0,52,236,1,6,5,23,26,71,12,79,2,15,0,2,6,40
3811,2009,5382048,0,0,0,0,0,0,0,0,1,2,0,1,1,1,0,3,4,2,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,0,3,4,1,2,2,3,5,11,9,9,9,15,15,9,9,15,20,5,2,0,4,3,0,0,1,0,0,0,0,8,7,3,6,0,25,181,0,9,3,23,6,57,7,58,3,9,0,1,6,24
3812,2009,5382052,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,110,0,1,1,0,2,2,2,1,3,2,3,6,4,3,5,5,4,1,1,4,3,0,0,2,0,0,0,0,0,0,0,3,1,2,1,0,8,172,0,114,1,10,4,21,1,15,0,5,0,0,2,7
3813,2009,5382056,0,0,0,0,0,3,2,6,3,6,3,3,7,6,9,4,10,4,3,10,2,2,2,0,2,0,1,0,0,0,0,0,3,3,4,3,0,0,0,0,0,6,6,11,10,7,8,12,21,19,17,18,22,22,21,18,15,13,3,1,12,3,1,0,1,0,0,0,0,12,13,10,6,0,101,308,3,12,20,48,29,97,29,89,6,20,1,1,13,41
3814,2009,5382060,0,0,0,0,0,0,3,3,3,2,6,4,4,7,6,7,1,9,6,2,4,1,0,2,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,1,3,5,7,3,9,13,13,16,23,21,15,18,22,15,26,19,17,3,2,8,5,2,1,0,0,0,0,0,13,9,11,7,0,76,308,0,10,17,45,28,93,22,99,3,20,0,1,6,40
3815,2009,5382064,0,0,0,0,0,0,1,0,1,0,1,2,1,5,2,1,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,3,1,5,1,8,3,6,5,6,8,9,7,5,9,10,5,2,1,1,4,0,1,0,0,0,0,0,6,5,1,3,0,24,117,0,5,3,18,11,34,8,36,0,8,0,1,2,15
3816,2009,5382068,0,0,1,0,1,7,1,7,6,4,15,4,22,21,12,13,15,7,6,8,9,0,0,1,0,0,0,0,0,0,0,0,10,7,3,1,0,0,1,4,6,6,8,16,18,11,25,33,25,39,46,47,40,38,31,46,34,20,4,6,8,11,0,0,0,0,0,0,0,20,27,17,13,0,181,600,9,25,33,103,72,197,45,169,1,29,0,0,21,77
3817,2009,5382072,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,2,4,3,4,4,5,4,9,6,8,8,10,3,13,7,3,2,4,3,1,0,0,0,0,0,1,4,3,4,5,0,16,120,0,0,1,17,5,32,6,41,0,13,0,0,4,17
3818,2009,5382076,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,3,1,4,8,2,8,8,10,5,7,6,8,6,7,3,7,7,1,1,3,3,0,0,0,0,0,0,0,5,1,4,2,0,11,129,0,13,2,30,5,36,3,30,1,8,0,0,0,12
3819,2009,5512000,0,0,1,3,3,8,5,6,4,7,10,11,10,13,14,11,7,14,7,6,7,1,0,0,0,0,0,0,0,0,0,0,3,5,5,3,0,2,2,7,4,9,23,17,14,27,22,30,40,44,46,51,51,56,46,38,31,31,8,1,15,9,0,0,0,2,0,0,0,27,17,27,20,0,164,717,15,47,32,110,59,232,41,202,1,33,0,2,16,91
3820,2009,5513000,1,0,7,5,17,22,33,31,28,27,38,36,45,45,47,48,40,30,25,17,32,1,3,6,4,0,1,0,0,0,0,0,15,19,15,7,0,2,8,10,33,45,58,55,73,57,67,87,91,102,102,102,84,92,93,68,59,72,3,3,27,13,1,0,0,0,0,0,0,51,43,31,35,0,645,1567,52,156,157,339,221,481,144,384,14,47,1,0,56,160
3821,2009,5515000,0,2,2,5,5,12,8,13,20,18,24,24,32,34,35,40,35,18,21,15,16,0,0,2,1,0,0,1,0,0,0,0,12,9,9,7,0,2,3,10,13,27,23,26,34,38,59,67,82,98,113,124,133,161,163,159,156,128,13,10,64,28,7,0,1,2,0,0,0,123,105,74,76,0,420,2122,26,78,83,224,165,550,105,767,3,122,1,3,37,378
3822,2009,5554004,0,0,1,0,2,0,3,0,4,1,2,5,1,1,2,2,3,2,5,2,2,0,0,1,0,1,0,0,0,0,0,0,4,3,0,1,0,0,0,2,1,1,7,10,7,6,7,12,16,19,16,19,36,22,23,29,17,11,4,1,2,4,0,0,0,0,0,0,0,9,13,8,4,0,48,306,3,11,10,42,11,106,14,102,2,11,0,0,8,34
3823,2009,5554008,0,0,1,1,0,1,6,4,2,4,8,6,3,6,4,6,3,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,8,1,2,0,0,1,1,2,7,10,11,12,13,21,22,23,25,35,31,41,53,34,42,44,28,29,2,1,8,0,0,2,1,0,0,0,0,19,18,16,14,0,77,566,3,32,24,91,25,185,14,177,0,11,0,3,11,67
3824,2009,5554012,0,0,0,3,0,0,1,3,3,2,1,4,5,5,2,3,0,3,3,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,4,2,5,6,15,7,5,11,18,22,12,23,28,20,25,18,19,15,3,2,5,6,0,0,0,0,0,0,0,9,12,3,10,0,43,308,3,14,10,44,19,103,8,97,1,16,0,0,2,34
3825,2009,5554016,0,0,0,2,0,0,2,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,3,5,0,2,2,8,7,14,14,16,11,10,10,8,8,0,1,5,2,0,0,0,0,0,0,0,6,2,4,1,0,12,140,2,1,3,12,2,59,1,47,1,8,0,0,3,13
3826,2009,5554020,0,0,0,0,0,2,2,4,3,9,7,7,7,6,10,3,3,6,3,3,4,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,4,5,5,6,15,12,5,9,18,19,36,18,22,21,18,16,24,18,12,1,0,5,2,0,0,0,0,0,0,0,14,10,7,4,0,83,326,2,20,25,59,33,116,19,88,1,8,0,0,3,35
3827,2009,5554024,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,4,4,1,2,9,9,10,3,3,6,13,6,6,0,0,2,0,0,0,0,0,0,0,0,2,1,3,2,0,8,91,0,0,2,14,3,33,1,34,1,2,0,0,1,8
3828,2009,5554028,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,4,3,0,4,3,7,6,4,4,3,0,1,3,2,0,0,0,0,0,0,0,6,2,0,3,0,7,59,2,0,1,4,2,14,2,24,0,6,0,0,0,11
3829,2009,5554032,0,1,1,0,0,1,1,2,0,1,3,2,1,0,1,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,4,5,2,5,10,8,2,5,3,11,7,3,0,1,1,0,0,0,0,0,0,0,0,3,0,2,1,0,23,77,3,2,7,11,6,27,4,29,0,2,0,0,3,6
3830,2009,5554036,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,0,4,4,1,4,7,5,9,6,2,2,1,0,0,2,0,0,0,0,0,0,0,0,3,3,3,0,0,4,61,0,1,1,8,0,21,2,20,0,2,0,0,1,9
3831,2009,5554040,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,6,4,4,10,8,4,4,6,4,0,0,2,0,0,0,0,0,0,0,0,3,1,1,2,0,5,70,0,0,3,6,0,29,1,26,1,2,0,0,0,7
3832,2009,5554044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,5,1,0,1,5,5,3,11,8,9,5,8,5,7,0,0,2,0,0,0,0,0,0,0,0,5,2,4,1,0,4,92,0,3,0,9,0,32,3,34,0,2,0,0,1,12
3833,2009,5554048,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,6,2,3,2,7,8,14,11,10,16,11,15,13,7,7,0,0,2,3,0,0,0,0,0,0,0,12,4,3,5,0,13,165,0,4,1,20,6,59,6,53,0,5,0,0,0,24
3834,2009,5554052,0,0,1,0,1,2,2,2,2,1,2,1,1,0,2,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,2,2,2,2,2,2,2,1,2,5,1,2,2,0,0,2,1,1,0,0,0,0,0,0,5,0,3,1,0,24,43,4,2,9,7,4,9,5,12,0,4,0,0,2,9
3835,2009,5554056,0,0,0,0,0,1,1,1,1,1,2,0,0,2,3,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,4,3,2,5,3,9,13,12,19,8,14,18,11,11,15,0,0,1,2,0,0,1,0,0,0,0,11,3,6,1,0,17,178,1,6,6,17,5,61,5,69,0,3,0,1,0,21
3836,2009,5554060,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,3,0,2,6,6,7,8,6,6,5,5,0,0,3,1,0,0,0,0,0,0,0,2,5,4,2,0,6,75,0,1,3,6,1,21,1,30,0,4,0,0,1,13
3837,2009,5554064,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,4,1,1,3,4,4,6,8,5,15,11,7,5,6,0,1,1,0,0,1,0,0,0,0,0,4,5,3,4,0,6,102,0,3,1,9,0,27,2,44,1,2,0,1,2,16
3838,2009,5554068,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,2,4,4,4,2,6,6,6,16,9,18,8,19,9,18,15,7,2,0,1,1,0,0,0,0,0,0,0,9,9,2,5,0,9,186,1,10,1,22,3,57,3,68,0,4,0,0,1,25
3839,2009,5558004,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,5,2,3,5,3,9,8,8,8,12,11,5,3,0,1,2,2,1,0,0,0,0,0,0,2,3,3,6,0,7,112,0,5,2,15,4,33,1,39,0,6,0,0,0,14
3840,2009,5558008,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,0,3,1,0,7,5,9,10,5,7,8,7,0,0,0,0,0,0,0,0,0,0,0,7,5,5,1,0,3,86,0,2,0,7,1,22,1,37,1,0,0,0,0,18
3841,2009,5558012,0,0,0,0,1,1,2,1,1,1,3,0,0,2,2,2,1,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,6,3,6,6,7,10,10,9,16,22,23,17,20,17,16,13,1,2,6,2,1,0,0,0,0,0,0,15,7,8,2,0,23,251,2,12,8,32,6,80,6,83,1,12,0,0,0,32
3842,2009,5558016,0,0,0,2,0,1,1,3,3,5,1,5,3,5,4,1,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,2,4,7,6,5,9,18,15,17,24,26,34,29,22,17,13,23,1,0,3,3,1,0,0,0,0,0,0,15,16,7,7,0,43,326,3,8,13,45,18,116,6,104,0,8,0,0,3,45
3843,2009,5558020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,2,0,1,1,0,3,7,6,7,2,11,8,4,4,5,0,0,0,1,0,0,0,0,0,0,0,2,5,5,1,0,3,78,0,3,0,4,0,25,2,32,0,1,0,0,1,13
3844,2009,5558024,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,3,1,2,4,1,8,6,6,5,6,7,14,21,10,11,11,12,2,0,4,3,0,0,0,0,0,0,0,6,2,8,5,0,11,160,1,6,2,21,4,38,1,65,1,9,0,0,2,21
3845,2009,5558028,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,1,3,5,4,5,6,4,4,3,6,5,3,2,0,0,2,0,0,0,0,0,0,0,0,3,2,2,0,3,65,0,3,2,6,1,24,0,21,0,4,0,0,0,7
3846,2009,5558032,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,1,0,2,1,8,12,9,7,8,15,10,14,6,19,9,0,2,2,1,0,0,0,0,0,0,0,4,6,9,3,0,13,152,0,4,1,12,6,51,3,58,2,5,0,0,1,22
3847,2009,5558036,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,2,1,0,1,0,0,5,3,5,4,3,5,5,5,5,6,6,0,0,1,1,0,0,0,0,0,0,0,1,4,3,0,0,6,67,0,4,0,6,1,20,2,27,0,2,0,0,3,8
3848,2009,5558040,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,2,1,0,1,0,3,5,8,8,6,12,3,8,10,8,5,0,1,1,0,0,0,0,0,0,0,0,7,3,5,2,0,5,104,0,7,3,5,1,39,0,34,0,2,0,0,1,17
3849,2009,5558044,0,0,0,1,0,0,0,1,3,1,0,2,0,0,0,2,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,4,1,4,2,13,14,7,9,12,10,10,13,10,14,0,2,7,4,0,0,0,0,0,0,0,7,3,4,5,0,18,158,1,3,5,11,4,55,4,57,2,13,0,0,2,19
3850,2009,5562004,0,0,1,1,2,2,3,6,4,4,7,5,6,5,5,10,2,3,5,2,2,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,1,5,10,9,16,10,18,19,16,25,19,33,28,25,38,29,26,25,19,21,2,1,5,5,1,0,0,0,0,0,0,11,17,17,8,0,81,459,6,41,24,88,31,143,14,120,0,14,0,0,6,53
3851,2009,5562008,0,0,0,0,0,0,1,2,2,1,3,7,4,1,1,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,4,3,6,10,10,5,7,12,12,22,17,15,11,12,13,11,13,12,9,2,0,1,3,0,0,0,0,0,0,0,5,4,8,5,0,37,232,0,23,9,46,15,77,9,58,1,6,0,0,3,22
3852,2009,5562012,0,0,0,0,0,3,5,3,5,5,3,8,4,1,6,3,2,5,1,6,2,0,0,1,1,0,0,0,0,0,0,0,4,3,2,1,0,0,1,7,4,7,14,18,9,20,18,24,24,36,36,44,39,43,27,24,31,27,2,0,7,1,1,0,0,0,0,0,0,12,20,11,11,0,74,518,3,33,21,89,22,179,16,152,2,11,0,0,10,54
