,year,regional_schlüssel,Aus15,Aus16,Aus17,Aus18,Aus19,Aus20,Aus21,Aus22,Aus23,Aus24,Aus25,Aus26,Aus27,Aus28,Aus29,Aus30,Aus31,Aus32,Aus33,Aus34,Aus35,Aus36,Aus37,Aus38,Aus39,Aus40,Aus41,Aus42,Aus43,Aus44,Aus45,Aus46,Aus47,Aus48,Aus49,Aus50,Ausuknwn,Deu15,Deu16,Deu17,Deu18,Deu19,Deu20,Deu21,Deu22,Deu23,Deu24,Deu25,Deu26,Deu27,Deu28,Deu29,Deu30,Deu31,Deu32,Deu33,Deu34,Deu35,Deu36,Deu37,Deu38,Deu39,Deu40,Deu41,Deu42,Deu43,Deu44,Deu45,Deu46,Deu47,Deu48,Deu49,Deu50,Deuuknwn,Austotal,Deutotal,Deu15_20,Aus15_20,Deu21_25,Aus21_25,Deu26_30,Aus26_30,Deu31_35,Aus31_35,Deu36_40,Aus36_40,Deu41_45,Aus41_45,Deu46_50,Aus46_50
2048,2005,5154060,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,3,1,4,2,7,4,3,3,5,7,8,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,3,59,1,1,1,9,0,20,0,23,0,3,1,0,0,3
2049,2005,5154064,0,0,0,0,1,0,0,1,0,0,1,0,1,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,1,2,4,2,1,3,5,4,2,3,1,2,6,3,7,1,0,0,0,0,0,0,0,0,0,0,3,2,2,1,0,11,60,1,5,2,10,4,17,3,19,0,1,0,0,1,8
2050,2005,5158004,0,0,0,1,1,4,1,5,4,6,5,2,5,3,4,5,6,4,6,3,4,0,0,1,1,0,0,0,0,0,0,0,2,3,0,3,0,110,1,2,2,5,3,7,10,7,6,11,11,18,15,17,15,24,15,19,20,18,2,1,2,4,0,0,1,0,0,0,0,27,16,14,9,0,79,412,6,123,21,41,19,76,23,96,2,9,0,1,8,66
2051,2005,5158008,0,0,0,0,1,2,1,0,3,1,2,3,0,5,1,2,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,4,5,0,4,2,6,10,7,8,15,5,13,6,11,11,16,14,15,9,3,0,2,3,0,0,0,0,0,0,0,10,13,8,6,0,33,207,3,14,7,33,11,50,8,65,0,8,0,0,4,37
2052,2005,5158012,0,0,0,1,0,0,2,12,3,7,2,5,2,2,4,3,3,5,3,4,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,2,1,6,5,8,11,3,9,10,10,9,8,9,9,2,10,0,0,3,3,1,0,0,0,0,0,0,13,5,5,4,0,64,148,1,4,26,31,16,41,16,38,2,7,0,0,3,27
2053,2005,5158016,0,0,1,1,1,4,3,5,1,2,11,9,6,3,13,7,3,9,2,3,3,0,2,1,0,0,0,0,0,0,0,0,4,4,1,0,0,1,6,1,3,8,6,6,11,11,15,13,14,20,22,19,21,31,12,16,26,28,1,1,5,1,0,0,0,0,1,0,0,29,14,12,8,0,99,362,7,25,22,56,38,96,20,113,3,8,0,1,9,63
2054,2005,5158020,0,0,1,0,2,1,2,5,2,2,2,11,4,4,1,5,5,4,6,2,0,0,0,0,1,0,0,0,0,0,0,0,8,4,3,2,0,0,0,4,0,4,10,2,5,10,12,12,15,12,19,26,15,25,27,21,30,24,2,1,7,3,1,0,0,0,0,0,0,37,20,25,16,0,77,385,4,18,13,41,25,87,17,127,1,14,0,0,17,98
2055,2005,5158024,0,0,0,0,0,4,1,1,5,2,6,7,5,3,6,7,5,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,3,1,4,4,8,5,5,9,13,14,14,9,18,16,19,16,16,22,21,1,3,3,2,0,0,0,0,0,0,0,15,14,11,5,0,67,271,4,12,15,40,28,71,16,94,0,9,0,0,4,45
2056,2005,5158026,0,0,0,0,2,2,7,5,5,9,8,11,3,11,3,9,2,7,5,5,0,0,0,1,0,0,0,0,0,0,0,0,3,1,4,3,0,111,2,5,10,6,4,3,14,14,11,13,8,12,16,21,14,19,11,18,20,16,0,0,8,2,1,1,0,0,0,0,0,7,8,4,5,0,106,384,4,138,34,55,37,71,19,84,1,11,0,1,11,24
2057,2005,5158028,0,0,0,1,2,3,5,6,8,6,12,5,7,5,9,12,8,8,9,4,7,1,0,3,2,0,0,0,0,0,0,0,5,4,1,4,0,0,0,1,3,6,10,15,15,19,17,23,21,16,24,30,32,32,44,52,49,42,3,0,16,7,1,0,0,0,0,0,0,44,42,19,13,0,137,596,6,20,37,89,38,123,36,219,6,27,0,0,14,118
2058,2005,5158032,0,0,1,3,7,3,9,8,6,12,15,8,15,6,10,9,8,7,5,12,11,0,0,1,3,0,0,0,0,0,0,0,7,2,4,4,0,0,2,1,4,12,13,14,16,16,23,22,29,31,31,24,26,26,31,32,31,29,2,1,7,6,0,0,0,0,0,0,0,23,23,7,7,0,176,489,14,32,50,91,48,141,43,149,4,16,0,0,17,60
2059,2005,5158036,0,0,0,0,1,1,3,1,1,4,2,4,1,3,4,2,4,2,4,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,3,1,3,5,5,5,8,7,11,5,8,8,7,6,8,1,0,2,0,0,0,1,0,0,0,0,5,8,4,8,0,42,128,2,9,11,17,14,36,13,37,2,3,0,1,0,25
2060,2005,5162004,0,0,0,1,1,6,4,5,4,3,4,7,8,13,10,7,10,8,7,4,6,0,0,1,0,0,0,0,2,0,0,0,1,3,4,2,0,0,0,4,3,6,8,13,10,13,13,12,22,27,24,21,28,23,24,31,24,28,1,0,12,6,2,0,0,0,0,0,0,16,14,12,12,0,121,409,8,21,20,61,45,122,35,130,1,21,2,0,10,54
2061,2005,5162008,0,0,0,0,1,8,3,7,2,7,8,11,8,8,11,6,7,8,5,5,5,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,3,5,8,5,11,14,13,24,21,20,21,24,33,17,29,26,21,26,17,0,0,3,3,1,0,0,0,0,0,0,14,17,15,8,0,116,400,9,22,27,83,44,115,30,119,1,7,0,0,5,54
2062,2005,5162012,0,0,0,0,0,1,0,1,0,1,0,3,2,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,1,3,3,5,6,6,8,10,13,5,7,8,11,15,7,11,10,1,0,2,1,0,0,0,0,0,0,0,4,5,4,5,0,17,153,1,6,2,28,6,43,5,54,0,4,0,0,3,18
2063,2005,5162016,0,0,0,0,1,0,2,3,4,3,4,4,3,4,1,5,2,2,1,4,2,0,0,1,0,0,0,0,0,0,0,2,2,1,2,1,0,0,3,2,2,1,4,4,8,5,6,12,7,16,19,21,15,14,13,22,21,21,0,1,2,1,0,0,0,0,0,0,0,18,16,8,9,0,54,271,1,12,16,35,17,78,11,91,1,4,0,0,8,51
2064,2005,5162020,0,0,0,0,0,0,0,0,1,2,3,1,3,0,1,1,1,4,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,2,5,4,7,12,7,19,14,20,9,14,17,11,20,2,1,6,2,0,0,0,0,0,0,0,14,14,13,10,0,24,233,0,7,6,21,6,72,11,71,1,11,0,0,0,51
2065,2005,5162022,0,0,0,1,0,2,5,0,1,5,0,4,2,8,7,11,7,10,10,7,7,1,0,5,1,0,0,0,0,0,0,0,1,6,6,4,0,1,0,1,2,5,3,3,5,4,5,6,6,9,14,14,17,19,16,28,32,24,0,4,3,6,1,1,0,0,0,0,0,21,30,20,13,0,111,313,3,12,11,23,32,60,41,119,7,14,0,1,17,84
2066,2005,5162024,0,0,1,3,5,13,11,14,28,21,24,19,22,30,26,22,24,15,20,13,8,0,1,3,2,0,0,0,0,0,0,0,6,8,7,5,0,0,5,7,14,25,28,17,26,25,42,52,54,46,68,38,65,74,63,72,66,64,8,8,24,10,2,0,1,0,0,0,0,57,59,31,29,0,351,1080,22,79,98,162,119,271,80,339,6,52,0,1,26,176
2067,2005,5162028,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,3,0,3,3,2,5,4,3,8,7,4,9,8,11,1,0,0,0,0,0,0,0,0,0,0,3,6,1,2,0,5,87,0,2,1,11,0,22,3,39,0,1,0,0,1,12
2068,2005,5166004,0,0,0,1,0,1,0,1,0,1,0,2,0,1,2,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,5,1,1,6,4,2,8,7,11,7,14,5,7,8,5,4,0,0,1,2,0,0,0,0,0,0,0,5,6,3,3,0,18,116,2,6,2,14,8,47,4,29,0,3,0,0,2,17
2069,2005,5166008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,2,2,1,3,5,2,6,5,3,8,7,7,7,11,5,5,0,2,1,1,0,0,0,0,0,0,0,4,4,6,1,0,9,100,0,4,1,13,1,29,3,35,1,4,0,0,3,15
2070,2005,5166012,0,2,0,1,0,0,1,2,2,4,3,4,1,4,2,2,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,3,4,5,11,2,7,5,8,10,12,11,16,9,17,25,22,13,20,0,0,3,3,0,1,0,0,0,0,0,11,11,6,6,0,40,241,3,12,12,33,13,58,8,97,0,6,0,1,4,34
2071,2005,5166016,0,0,0,0,1,2,3,8,6,3,4,4,3,3,1,2,1,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,110,1,1,0,6,5,4,7,7,16,8,13,17,23,11,23,18,24,24,22,9,0,0,2,3,0,1,0,0,0,0,0,15,8,8,5,0,56,391,3,123,24,42,13,87,9,97,0,5,0,1,7,36
2072,2005,5166020,0,0,0,0,1,0,0,0,3,1,0,1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,111,0,0,1,1,2,2,1,2,7,4,8,5,14,9,6,5,4,10,9,5,1,0,3,1,0,0,0,0,0,0,0,9,4,3,1,0,13,228,1,115,4,16,4,42,1,33,1,5,0,0,2,17
2073,2005,5166024,0,0,0,0,0,0,0,2,0,0,0,0,1,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,2,2,5,1,6,9,5,11,7,4,9,2,15,10,9,0,0,2,3,0,0,0,0,0,0,0,9,8,4,2,0,9,132,0,7,2,16,4,36,3,45,0,5,0,0,0,23
2074,2005,5166028,0,0,0,0,0,0,1,1,0,2,2,0,1,1,4,2,1,3,3,1,3,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,4,2,3,4,9,6,6,8,9,10,7,15,14,7,12,17,12,2,0,1,0,0,0,0,0,0,0,0,11,13,9,2,0,30,185,0,8,6,28,8,49,11,62,2,3,0,0,3,35
2075,2005,5166032,0,1,1,3,1,5,1,4,4,5,8,3,4,6,6,4,3,3,7,6,7,0,0,1,0,0,0,0,0,0,0,0,3,2,2,0,0,0,2,5,9,17,14,11,23,17,18,25,19,28,27,27,27,26,26,24,14,22,2,2,10,1,1,0,0,0,0,0,0,26,16,16,17,0,90,472,11,47,22,94,23,128,26,112,1,16,0,0,7,75
2076,2005,5166036,0,0,0,0,2,1,1,1,2,3,4,6,4,5,5,6,7,4,2,1,3,1,0,2,0,0,0,0,0,0,0,0,2,1,2,0,0,0,1,0,1,2,6,3,5,7,6,15,10,11,19,14,28,21,23,29,21,30,3,1,5,3,1,0,0,0,0,0,0,24,15,12,4,0,65,320,3,10,11,36,26,82,17,124,3,13,0,0,5,55
2077,2005,5170004,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,1,3,6,9,7,4,9,9,7,5,6,1,0,1,1,1,0,0,0,0,0,0,6,2,1,4,0,6,88,0,3,1,3,4,29,1,36,0,4,0,0,0,13
2078,2005,5170008,0,1,0,0,1,1,5,5,5,2,6,7,10,10,11,4,6,6,2,3,7,1,1,1,1,0,0,0,0,0,0,0,1,1,2,0,0,1,2,3,7,5,7,10,14,19,22,11,21,26,35,37,33,25,26,21,25,27,2,1,7,2,0,0,0,0,0,0,0,19,17,8,7,0,100,440,3,25,23,76,42,152,24,124,4,12,0,0,4,51
2079,2005,5170012,0,0,0,0,1,0,0,1,0,1,2,0,1,1,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,2,4,3,2,5,4,9,12,12,19,11,13,16,16,11,12,15,10,0,1,2,3,0,0,0,0,0,0,0,8,7,7,4,0,16,209,1,10,4,32,5,71,3,64,0,6,0,0,3,26
2080,2005,5170016,0,0,0,0,0,1,0,0,0,2,1,1,1,2,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,3,1,4,2,4,3,4,9,10,9,5,8,2,0,0,3,1,0,0,0,0,0,0,0,7,0,3,0,0,13,84,1,5,3,9,5,22,4,34,0,4,0,0,0,10
2081,2005,5170020,0,0,0,1,2,1,6,1,2,7,8,4,8,9,11,5,6,4,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7,10,3,6,3,16,15,14,14,12,8,17,14,11,13,10,13,0,0,6,0,0,0,0,0,0,0,0,5,8,5,9,0,82,226,4,24,24,43,37,65,17,61,0,6,0,0,0,27
2082,2005,5170024,0,0,2,1,6,5,6,3,10,13,12,13,11,9,16,7,8,12,10,8,11,0,0,1,1,0,0,0,0,0,0,0,3,3,2,4,0,1,2,6,10,14,18,15,32,23,22,30,37,38,41,42,48,38,26,30,42,28,4,2,15,9,0,0,0,0,0,0,0,30,20,16,13,0,177,652,14,51,44,122,56,206,49,164,2,30,0,0,12,79
2083,2005,5170028,0,0,0,2,1,4,1,0,1,3,2,0,4,4,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,1,3,1,3,5,2,2,4,9,8,8,9,8,13,6,9,13,8,17,12,1,2,2,1,0,0,0,0,0,0,0,13,1,9,3,0,36,173,7,13,7,25,12,44,4,59,0,6,0,0,6,26
2084,2005,5170032,0,0,0,0,0,1,0,4,1,0,0,2,2,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,5,4,6,7,4,8,11,16,12,7,16,18,15,21,23,13,0,1,2,4,0,1,0,0,0,0,0,12,8,8,6,0,15,238,1,15,5,29,7,62,2,90,0,7,0,1,0,34
2085,2005,5170036,0,0,0,0,0,0,1,0,0,2,0,1,1,2,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,5,6,5,3,3,9,6,10,9,6,0,0,1,3,0,0,0,0,0,0,0,4,3,2,1,0,12,82,0,0,3,6,6,22,2,40,1,4,0,0,0,10
2086,2005,5170040,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,3,0,0,1,1,1,2,4,4,3,5,4,7,4,2,2,6,0,0,0,0,0,0,0,0,0,0,0,6,3,0,2,0,7,62,0,5,1,5,2,20,2,21,0,0,1,0,1,11
2087,2005,5170044,0,0,0,1,4,0,4,2,3,1,3,2,3,2,4,2,6,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,2,3,7,7,7,8,13,12,16,18,16,11,18,18,14,18,15,9,3,0,3,2,0,0,0,0,0,0,0,11,7,4,6,0,47,249,5,13,13,47,13,79,11,74,1,8,0,0,4,28
2088,2005,5170048,0,0,1,1,1,1,1,3,5,8,6,10,7,5,4,7,2,7,3,3,1,1,0,0,2,0,0,0,0,0,0,0,2,1,1,1,0,2,2,2,3,11,9,6,13,16,21,19,18,28,23,27,24,22,18,28,18,16,3,0,5,4,2,1,0,0,0,0,0,21,21,13,6,0,84,402,4,29,23,75,33,120,16,102,3,14,0,1,5,61
2089,2005,5170052,0,0,0,0,0,1,2,0,2,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,2,1,4,1,4,7,6,8,5,3,4,6,13,11,11,8,14,2,0,2,0,0,0,1,0,0,0,0,7,9,5,7,0,13,144,1,6,5,22,4,26,2,57,0,4,0,1,1,28
2090,2005,5313000,1,0,0,0,12,19,20,14,28,29,35,44,29,32,40,43,39,36,32,33,24,4,0,9,6,0,0,0,0,0,0,0,16,19,14,10,0,110,4,7,13,22,26,28,29,46,50,67,66,60,94,81,98,105,120,110,107,124,12,3,34,16,3,1,1,1,0,0,0,81,100,60,37,0,588,1716,32,182,126,220,188,399,164,566,19,68,0,3,59,278
2091,2005,5314000,0,1,1,7,12,24,28,28,37,47,50,44,55,58,50,53,54,54,46,45,38,5,4,19,6,1,0,0,0,0,0,0,33,30,15,16,0,1,4,15,19,25,29,34,55,44,65,65,87,89,84,123,130,133,149,164,180,156,18,11,57,31,6,4,0,0,0,0,0,182,142,111,83,0,861,2296,45,93,190,263,260,513,237,782,35,123,0,4,94,518
2092,2005,5315000,5,5,15,24,45,82,81,128,156,184,175,206,180,192,183,200,198,157,118,130,116,8,4,31,25,1,2,0,0,0,1,0,84,68,53,47,0,232,21,21,55,90,110,127,148,157,216,211,255,285,338,323,395,402,446,447,456,424,42,21,147,88,15,5,0,3,0,0,3,402,365,293,182,0,2904,6725,176,529,724,859,961,1596,719,2175,69,313,3,8,252,1245
2093,2005,5316000,1,1,1,2,7,11,11,17,18,23,27,32,29,32,25,22,18,23,11,10,8,1,1,3,2,0,0,0,0,0,0,0,13,8,5,4,0,0,3,6,5,18,16,19,32,35,44,43,57,45,52,59,67,59,52,69,52,45,4,4,11,9,2,1,1,0,0,0,0,43,49,27,27,0,366,956,23,48,96,173,140,280,70,277,7,30,0,2,30,146
2094,2005,5334002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2095,2005,5334004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2096,2005,5334008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2097,2005,5334012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2098,2005,5334016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2099,2005,5334020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,2005,5334024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2101,2005,5334028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2102,2005,5334032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2103,2005,5334036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2104,2005,5354004,0,0,0,0,2,2,4,5,10,4,6,6,7,5,3,8,7,6,0,6,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,5,10,8,10,6,13,19,13,20,26,12,21,18,16,6,20,17,12,11,2,1,2,3,0,1,0,0,0,0,0,14,9,8,5,0,88,308,4,33,29,71,29,93,22,66,0,8,0,1,4,36
2105,2005,5354008,0,0,0,0,0,1,4,3,6,2,6,9,5,8,6,6,6,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,2,3,5,2,6,11,13,14,6,15,7,18,9,14,10,6,12,4,2,1,2,0,0,0,0,0,0,0,0,9,8,2,5,0,73,189,1,13,21,46,34,55,14,46,0,5,0,0,3,24
2106,2005,5354012,0,0,1,1,1,1,0,10,4,7,4,8,6,6,8,5,5,7,2,3,2,1,0,0,2,1,0,0,0,0,0,0,6,0,3,1,0,1,2,3,6,5,17,15,18,19,19,5,25,24,12,27,18,18,22,15,17,20,2,0,7,2,0,0,0,0,0,0,0,16,9,7,5,0,95,356,4,34,25,76,33,106,19,92,4,11,0,0,10,37
2107,2005,5354016,0,0,0,2,0,6,1,1,4,3,5,0,2,4,1,3,5,3,5,2,1,0,0,3,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,3,4,4,6,6,11,11,19,13,16,18,29,12,15,20,18,17,15,15,2,0,4,4,0,0,1,0,0,0,0,16,14,11,10,0,56,315,8,18,14,60,10,90,16,85,3,10,0,1,5,51
2108,2005,5354020,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,2,2,3,3,3,2,8,4,3,7,4,9,2,5,2,2,1,2,2,1,0,0,0,0,0,3,3,1,2,0,12,86,0,7,1,13,5,20,5,27,1,9,0,1,0,9
2109,2005,5354024,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,2,0,1,3,1,3,2,5,5,8,6,2,0,0,2,1,0,2,0,0,0,0,0,2,4,3,0,0,7,57,0,2,0,5,4,10,1,26,1,3,0,2,1,9
2110,2005,5354028,0,0,0,0,0,0,0,2,2,1,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,4,2,3,3,8,6,10,9,17,8,8,7,1,0,4,0,0,0,0,0,0,0,0,4,6,6,2,0,13,114,0,3,6,9,5,30,0,49,0,5,0,0,2,18
2111,2005,5354032,0,2,0,3,2,8,8,4,10,8,5,9,17,16,7,7,10,11,7,8,3,1,0,2,2,0,0,0,0,0,0,0,3,0,5,3,0,112,1,6,9,7,6,12,20,17,11,19,23,22,35,26,20,24,26,22,21,14,1,0,3,3,2,0,0,0,0,0,0,18,12,11,13,0,161,516,15,141,35,79,56,126,39,107,5,9,0,0,11,54
2112,2005,5354036,0,0,0,0,0,2,1,3,5,1,8,10,2,9,5,1,2,3,3,5,0,0,0,3,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,1,2,2,8,8,14,9,11,18,9,14,19,18,16,18,22,13,14,1,0,8,0,0,0,0,0,0,0,0,13,12,10,10,0,68,270,2,5,18,50,27,78,13,83,3,9,1,0,4,45
2113,2005,5358004,0,0,0,0,2,0,0,1,1,1,3,2,1,5,1,1,1,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,1,1,3,4,7,3,5,7,6,11,6,6,13,5,3,6,1,2,0,2,0,0,0,0,0,0,0,0,3,3,4,2,0,27,109,2,7,6,22,10,36,7,28,1,4,0,0,1,12
2114,2005,5358008,0,1,2,3,7,6,15,10,7,14,19,18,10,19,18,14,8,12,10,5,9,2,0,4,1,0,0,0,0,0,0,0,11,7,8,4,0,2,4,12,13,18,30,32,33,35,34,38,41,31,38,36,26,32,33,29,19,27,4,1,7,2,1,0,0,0,0,0,0,33,15,12,8,0,244,646,19,79,65,172,79,172,44,140,7,15,0,0,30,68
2115,2005,5358012,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,1,5,1,2,0,3,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,1,2,1,0,7,28,0,1,2,5,3,9,1,7,0,1,0,0,1,5
2116,2005,5358016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,2,1,0,0,3,1,9,4,4,2,1,7,2,1,5,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2,52,0,5,0,6,0,20,2,16,0,1,0,0,0,4
2117,2005,5358020,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,1,2,7,5,4,2,4,8,6,5,6,1,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,5,62,0,1,0,5,4,20,1,29,0,2,0,0,0,5
2118,2005,5358024,0,0,0,0,0,0,1,1,3,1,4,4,4,4,4,1,6,4,4,3,1,2,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,2,3,0,3,6,6,4,8,6,8,9,13,16,15,10,9,14,13,17,13,0,0,5,3,0,0,0,0,1,0,0,9,13,6,5,0,53,217,0,14,10,32,17,63,18,66,2,8,0,1,6,33
