year,regional_schlüssel,kreis_city,eligblvotrs,votrpart,vldsecndvotrs,CDU/CSU ,SPD,GRÜNE,FDP ,DIE LINKE,AfD,Sonstige Parteien
2013,5766052,,7947,73.1,5763,2454,1981,342,261,263,,462
2013,5766056,,13315,77.4,10202,3873,3521,919,567,489,,833
2013,5766060,,6923,73.3,4989,1740,1980,374,239,253,,403
2013,5766064,,7036,72.7,5062,2036,1777,336,213,275,,425
2013,5770,,243969,70.4,169950,69915,58034,12465,7829,8524,,13183
2013,5770004,,37464,69.8,25924,10781,8498,1938,1189,1410,,2108
2013,5770008,,18395,64.6,11718,6026,3290,575,395,515,,917
2013,5770012,,12851,77.2,9815,4021,3563,654,536,402,,639
2013,5770016,,10328,74.4,7608,3258,2692,431,292,321,,614
2013,5770020,,20052,70.3,13951,5751,4929,955,577,705,,1034
2013,57700024024,,62100,68.6,42150,14968,15446,3854,1912,2627,,3343
2013,5770028,,20805,72.8,14999,6189,5305,1141,639,628,,1097
2013,5770032,,28655,72.6,20552,7506,7707,1565,1044,988,,1742
2013,5770036,,9979,70.3,6911,3083,2224,406,349,327,,522
2013,5770040,,12559,70.6,8766,4462,2397,486,442,332,,647
2013,5770044,,10781,70.7,7556,3870,1983,460,454,269,,520
2013,5774,,227078,71,159403,81916,36911,11506,8047,8423,,12600
2013,5774004,,7330,72,5232,2748,1274,289,259,271,,391
2013,5774008,,11517,68.8,7822,3782,2004,444,436,577,,579
2013,5774012,,10283,75.9,7726,3835,1899,711,344,374,,563
2013,5774016,,16804,70.1,11623,6369,2738,550,578,506,,882
2013,5774020,,23154,71.5,16373,10411,2851,755,829,569,,958
2013,5774024,,12214,73.3,8855,5170,1803,501,406,358,,617
2013,5774028,,8502,77.1,6477,3512,1451,351,340,264,,559
2013,5774032,,108727,69.3,74483,34555,18396,6682,3777,4633,,6440
2013,5774036,,19066,74.2,13984,7602,3087,898,719,604,,1074
2013,5774040,,9481,72.7,6828,3932,1408,325,359,267,,537
2013,59,,2718831,71.2,1914967,711237,683872,137891,82515,122521,,176931
2013,59110000000,,279860,72.3,199908,59659,79434,18334,7227,15896,,19358
2013,59130000000,,420647,68.1,283487,82316,111863,27155,11246,22221,,28686
2013,59140000000,,136908,67.1,90703,31370,33795,5948,3874,6410,,9306
2013,59150000000,,128218,69.7,88387,33474,33562,5226,3424,5509,,7192
2013,59160000000,,115053,68.3,77407,21938,34208,4608,2163,6288,,8202
2013,5954,,257169,73.9,187892,63986,70531,15929,8707,11908,,16831
2013,5954004,,7121,77,5443,2198,1808,412,270,265,,490
2013,5954008,,23272,72.1,16581,6246,5743,1062,855,1008,,1667
2013,5954012,,24136,73.3,17511,5894,6910,1204,803,1054,,1646
2013,5954016,,44360,74.4,32564,11572,12312,2704,1360,1911,,2705
2013,5954020,,19006,77,14503,4868,5320,1370,824,913,,1208
2013,5954024,,21466,71.6,15208,5620,5124,1180,802,1083,,1399
2013,5954028,,20563,79.7,16256,5935,5636,1434,984,873,,1394
2013,5954032,,21501,74.5,15768,5167,6401,1336,719,877,,1268
2013,59540036036,,75744,72.2,54058,16486,21277,5227,2090,3924,,5054
2013,5958,,205948,73.7,150046,74530,42054,7161,7625,7055,,11621
2013,59580004004,,57894,70.7,40538,17266,13534,2203,2041,2219,,3275
2013,5958008,,8225,73.4,5966,2865,1942,220,237,250,,452
2013,5958012,,20491,73.9,14955,7421,4157,611,752,761,,1253
2013,5958016,,6916,77.4,5296,3234,1089,183,335,135,,320
2013,5958020,,3551,74.8,2610,1635,438,79,134,87,,237
2013,5958024,,15934,72.3,11371,5276,3575,623,465,650,,782
2013,5958028,,6176,74.5,4526,2804,784,136,218,134,,450
2013,5958032,,22941,75.1,17051,8493,4829,846,877,810,,1196
2013,5958036,,11715,74.6,8639,4517,2303,409,407,351,,652
2013,5958040,,19704,76.4,14900,8785,3134,742,746,526,,967
2013,5958044,,21664,75.7,16197,8057,4345,794,885,805,,1311
2013,5958048,,10737,75.4,7997,4177,1924,315,528,327,,726
2013,5962,,313028,70,216517,89552,69679,12493,10400,12629,,21764
2013,5962004,,14040,71,9865,3773,3551,555,368,649,,969
2013,5962008,,9161,75.3,6839,3530,1712,338,352,309,,598
2013,5962012,,12402,72.7,8920,3853,2629,615,477,529,,817
2013,5962016,,26236,69.9,18158,7061,5702,1089,767,1310,,2229
2013,5962020,,5795,74.8,4291,1734,1394,267,210,230,,456
2013,59620024024,,70309,69.8,48490,19463,15655,2702,2222,3164,,5284
2013,5962028,,12244,66.6,8053,3433,2456,539,434,468,,723
2013,59620032032,,52953,67.6,35330,14031,11786,2141,1794,2138,,3440
2013,5962036,,14982,67.9,10089,4466,3077,546,591,478,,931
2013,59620040040,,41946,71,29469,13226,8657,1777,1333,1598,,2878
2013,5962044,,4917,75.4,3663,1528,1272,213,130,200,,320
2013,5962048,,8759,74.9,6491,2901,2060,357,280,288,,605
2013,5962052,,18651,68,12544,5036,4606,533,678,534,,1157
2013,5962056,,8463,75,6274,2499,2019,414,463,323,,556
2013,5962060,,12170,67,8041,3018,3103,407,301,411,,801
2013,5966,,103997,73.7,75958,41421,18641,3204,3725,2947,,6020
2013,5966004,,17868,73.1,12924,6517,3567,572,604,612,,1052
2013,5966008,,9278,75.8,6972,4281,1218,287,388,208,,590
2013,5966012,,13123,71.6,9299,5199,2224,340,404,336,,796
2013,5966016,,9368,74.6,6925,3805,1693,327,318,279,,503
2013,5966020,,20047,71.1,14123,6730,4415,592,643,611,,1132
2013,5966024,,18856,74.8,13979,7848,3098,681,839,484,,1029
2013,5966028,,15457,76.6,11736,7041,2426,405,529,417,,918
2013,5970,,215751,72.6,154896,64307,49563,9937,7327,8920,,14842
2013,5970004,,15818,72.4,11332,4618,4126,555,444,579,,1010
2013,5970008,,11089,71.4,7831,4004,2106,355,297,316,,753
2013,5970012,,5827,72.9,4191,1747,1466,215,193,182,,388
2013,5970016,,14518,75.6,10867,4691,3370,715,576,468,,1047
2013,5970020,,11910,75,8852,3424,3086,583,418,497,,844
2013,5970024,,23200,72.7,16697,6150,6106,1096,789,948,,1608
2013,5970028,,11288,72.1,8038,3288,2811,385,353,421,,780
2013,5970032,,18600,77.8,14290,6943,3827,892,650,676,,1302
2013,5970036,,10110,69.5,6943,3081,2168,338,386,309,,661
2013,59700040040,,76809,69.7,52924,19957,17109,4118,2509,3968,,5263
2013,5970044,,16582,78.6,12931,6404,3388,685,712,556,,1186
2013,5974,,232311,72.3,166146,74380,50439,11565,8218,8721,,12823
2013,5974004,,8333,73.6,6057,2974,1670,340,338,307,,428
2013,5974008,,9509,75.8,7136,3038,2293,480,375,366,,584
2013,5974012,,9622,77.4,7397,3720,2098,415,338,309,,517
2013,5974016,,12504,76.1,9427,4386,2703,488,699,409,,742
2013,5974020,,15546,68.9,10579,4795,3244,602,526,558,,854
2013,5974024,,9443,77.8,7259,3885,1817,460,318,279,,500
2013,59740028028,,50775,68.1,34178,14796,10492,2593,1753,1826,,2718
2013,5974032,,8943,76.4,6792,3337,1759,495,392,335,,474
2013,5974036,,8454,78.2,6556,3334,1814,354,291,306,,457
2013,5974040,,36721,70.8,25745,10256,8163,2301,1235,1718,,2072
2013,5974044,,21172,74.2,15544,6779,5300,1026,644,761,,1034
2013,5974048,,9994,78.9,7797,3328,2480,585,362,400,,642
2013,5974052,,22434,69.2,15317,6995,4511,1075,678,824,,1234
2013,5974056,,8861,72.6,6362,2757,2095,351,269,323,,567
2013,5978,,309941,72.9,223620,74304,90103,16331,8579,14017,,20286
2013,5978004,,36833,69.4,25254,6591,12290,1503,747,1622,,2501
2013,5978008,,13592,73.5,9898,2750,4512,703,380,604,,949
2013,5978012,,16740,75.4,12507,4782,4354,983,584,726,,1078
2013,5978016,,13607,78.3,10568,3735,3898,785,549,594,,1007
2013,5978020,,34663,74.4,25529,7435,11296,1890,824,1685,,2399
2013,59780024024,,64718,69.9,44666,13842,19262,2674,1466,2987,,4435
2013,5978028,,37185,76.4,28138,9676,10504,2493,1249,1770,,2446
2013,5978032,,21129,70,14661,5801,5104,857,574,1064,,1261
2013,5978036,,47448,73.9,34721,11825,13165,3210,1517,2126,,2878
2013,5978040,,24026,74.4,17678,7867,5718,1233,689,839,,1332
2009,5,,13288291,71.4,9389412,3111478,2678956,945831,1394554,789814,,468779
2009,51,,3811666,70.1,2643686,845318,766154,260111,400911,234708,,136484
2009,51110000000,,414125,71.1,291881,93653,70498,36864,52251,25206,,13409
2009,5112,,345343,64.8,220779,55446,84261,18700,20581,27618,,14173
2009,51130000000,,435602,69.7,300511,81792,105066,30931,36829,29171,,16722
2009,51140000000,,168093,68.1,113221,36939,31185,12239,17769,9765,,5324
2009,51160000000,,194294,63.9,122746,43020,30018,10876,22148,10241,,6443
2009,51170000000,,128222,73.7,93512,25492,31957,9624,13363,8725,,4351
2009,51190000000,,158666,68.5,107222,25819,42348,9596,10699,12460,,6300
2009,51200000000,,81358,68.9,55429,17994,15426,4825,8726,5419,,3039
2009,51220000000,,114569,70.1,79444,25044,20814,8433,13264,7480,,4409
2009,51240000000,,250614,68.2,168699,49182,45873,21384,23547,18901,,9812
2009,5154,,226029,70.1,156739,66161,36810,12355,25249,9566,,6598
2009,5154004,,9505,72.4,6811,3003,1489,574,1180,295,,270
2009,5154008,,20698,66.3,13549,5230,4041,985,1706,1078,,509
2009,5154012,,25688,70.7,17996,7439,4006,1329,3321,1149,,752
2009,5154016,,24223,68.2,16309,7004,3639,1201,2642,1062,,761
2009,5154020,,9552,78.3,7417,2899,1983,493,1172,513,,357
2009,5154024,,10407,68.2,7005,3107,1515,518,1127,438,,300
2009,5154028,,10015,76.7,7604,2992,1810,617,1387,474,,324
2009,5154032,,21108,71.2,14866,6793,3013,1130,2548,746,,636
2009,51540036036,,35742,64.6,22830,9209,5736,2125,3473,1418,,869
2009,5154040,,5849,74.7,4309,2077,1020,304,574,165,,169
2009,5154044,,16993,70.5,11861,4506,3293,1141,1591,814,,516
2009,5154048,,5272,78.8,4112,1519,1053,389,658,301,,192
2009,5154052,,11364,73.8,8310,4188,1395,540,1527,358,,302
2009,5154056,,6286,73.4,4560,2120,939,292,766,255,,188
2009,5154060,,6038,75.3,4506,1906,814,418,936,206,,226
2009,5154064,,7289,65.2,4694,2169,1064,299,641,294,,227
2009,5158,,372852,73.3,270531,93052,69507,26754,47655,20250,,13313
2009,5158004,,34694,74.8,25680,8537,6436,2976,4572,1953,,1206
2009,5158008,,23470,76.1,17658,6025,4249,1905,3610,1113,,756
2009,5158012,,19483,72.9,14042,4828,3856,1217,2224,1193,,724
2009,51580016016,,41422,74.5,30565,10122,7989,3113,5594,2223,,1524
2009,51580020020,,44875,72.8,32386,12731,7051,3383,5709,1944,,1568
2009,5158024,,29346,74.1,21469,7545,5075,2054,4418,1339,,1038
2009,5158026,,30643,70.5,21344,7093,5967,1973,3178,1839,,1294
2009,51580028028,,70103,74.2,51621,18732,12448,4931,10052,3301,,2157
2009,51580032032,,62310,71.1,43757,13436,13052,4186,6376,4255,,2452
2009,5158036,,16506,73.4,12009,4003,3384,1016,1922,1090,,594
2009,5162,,331783,72.9,239269,91041,55116,19937,46391,14568,,12216
2009,51620004004,,47014,72.3,33524,12472,8783,2529,5466,2131,,2143
2009,51620008008,,47132,69.6,32382,12025,8932,2081,5681,1945,,1718
2009,5162012,,17758,71.8,12613,4990,2793,829,2646,770,,585
2009,5162016,,32549,78.6,25390,10036,5070,2338,5352,1318,,1276
2009,5162020,,26269,78.9,20543,8087,4166,1683,4495,1143,,969
2009,51620022022,,41257,79.3,32476,12509,6275,2954,7954,1582,,1202
2009,51620024024,,109790,68.8,74850,27976,17164,6995,13553,5242,,3920
2009,5162028,,10014,75.7,7491,2946,1933,528,1244,437,,403
2009,5166,,227805,72.2,162708,61723,36743,14433,30071,11935,,7803
2009,5166004,,12009,72.1,8572,3480,1558,662,1885,553,,434
2009,5166008,,12002,74.7,8858,3256,2267,726,1479,710,,420
2009,5166012,,27570,75.3,20564,7755,4937,2037,3576,1372,,887
2009,5166016,,31214,70.4,21716,8540,4516,1749,4265,1574,,1072
2009,5166020,,11350,71.8,8079,2883,1774,731,1574,679,,438
2009,5166024,,14473,73,10461,4009,2107,1059,2027,761,,498
2009,5166028,,23544,74.8,17438,6414,4410,1632,2977,1245,,760
2009,51660032032,,57229,67.6,38290,14137,9128,3181,6657,3225,,1962
2009,51660036036,,38414,75.5,28730,11249,6046,2656,5631,1816,,1332
2009,5170,,362311,72.8,260995,78960,90532,23160,32368,23403,,12572
2009,5170004,,10360,77.7,7954,3213,2040,645,1247,480,,329
2009,51700008008,,53617,73.7,39083,9893,15341,3756,4350,3851,,1892
2009,5170012,,21202,77.4,16267,6646,4086,1338,2606,941,,650
2009,5170016,,11293,78.8,8855,2640,3139,800,1258,653,,365
2009,5170020,,28376,67.1,18812,4554,8226,1322,1681,1999,,1030
2009,51700024024,,79848,71.6,56532,14752,21363,5092,6850,5599,,2876
2009,5170028,,21395,74.1,15672,4751,5689,1459,1727,1277,,769
2009,5170032,,24829,74.4,18244,5851,5477,1872,2529,1643,,872
2009,5170036,,11041,76.9,8425,3375,2160,763,1257,526,,344
2009,5170040,,6689,73.9,4894,2190,1062,388,727,318,,209
2009,5170044,,29662,73.2,21494,5484,8484,1908,2175,2278,,1165
2009,51700048048,,47253,69.5,32503,10555,10439,2728,4218,2980,,1583
2009,5170052,,16746,74,12260,5056,3026,1089,1743,858,,488
2009,53,,3195322,72.5,2290617,770475,560852,274085,391041,180213,,113951
2009,53140000000,,219218,76.4,165919,51654,37387,26573,31483,11624,,7198
2009,53150000000,,703424,70.6,492274,132283,126700,88310,76764,44508,,23709
2009,53160000000,,118130,71.1,82926,27012,22740,8610,12775,6977,,4812
2009,5334,,0,0,0,0,0,0,0,0,,
2009,5334004,,33720,65.3,21674,6408,7280,1299,2881,2284,,1522
2009,5334008,,18755,70.6,13034,5366,3274,853,1738,1135,,668
2009,53340012012,,42132,67.2,27893,8543,9536,1732,3873,2707,,1502
2009,5334016,,35739,72.5,25531,7726,7370,2430,3715,2787,,1503
2009,533400020020,,9697,77.5,7415,3086,1405,793,1236,597,,298
2009,533400020024,,6392,81.9,5176,1747,1220,688,865,428,,228
2009,533400020028,,12040,77.5,9210,3934,1813,725,1628,684,,426
2009,53340032032,,41762,68.3,28161,9420,8230,2231,4245,2573,,1462
2009,5334036,,28309,73.2,20426,6832,5853,1740,3337,1731,,933
2009,5334002,,176885,73.6,129017,41146,28937,20765,19464,10911,,7794
2009,5354,,228546,70.4,158520,53062,45981,12491,23518,14926,,8542
2009,5354004,,0,0,0,0,0,0,0,0,,0
2009,5354008,,0,0,0,0,0,0,0,0,,0
2009,53340012012,,0,0,0,0,0,0,0,0,,0
2009,5354016,,0,0,0,0,0,0,0,0,,0
2009,5354020,,0,0,0,0,0,0,0,0,,0
2009,5354024,,0,0,0,0,0,0,0,0,,0
2009,5354028,,0,0,0,0,0,0,0,0,,0
2009,5354032,,0,0,0,0,0,0,0,0,,0
2009,5354036,,0,0,0,0,0,0,0,0,,0
2009,5358,,199907,72.1,142079,53597,36209,11102,21383,11924,,7864
2009,5358004,,10086,72.7,7230,2467,2277,413,972,682,,419
2009,5358008,,64726,65.9,42007,15363,11102,3430,5597,4059,,2456
2009,5358012,,3592,76.8,2719,1174,539,183,529,177,,117
2009,5358016,,6955,78.7,5416,2364,982,442,914,466,,248
2009,5358020,,5506,77.5,4205,1477,1308,219,620,351,,230
2009,5358024,,25028,73.9,18255,6816,4545,1652,2857,1446,,939
2009,5358028,,14063,76.4,10620,4120,2422,969,1852,732,,525
2009,5358032,,10861,76.8,8228,3057,2154,635,1210,693,,479
2009,5358036,,10156,73.8,7402,3036,1786,548,1045,591,,396
2009,5358040,,7819,74.4,5739,2228,1453,406,831,455,,366
2009,5358044,,8043,74.7,5921,2354,1156,529,1216,400,,266
2009,5358048,,10872,74.1,7947,2766,2610,446,1026,623,,476
2009,5358052,,8468,73.5,6137,2304,1450,446,1063,507,,367
2009,5358056,,6694,76.4,5058,1937,1230,373,875,342,,301
2009,5358060,,7038,75.1,5195,2134,1195,411,776,400,,279
2009,5362,,341857,73.5,247914,84794,67998,23085,41256,18270,,12511
2009,5362004,,18197,71.8,12913,4813,3954,734,1914,768,,730
2009,53620008008,,43523,70.8,30355,10119,8699,2213,4972,2500,,1852
2009,5362012,,32776,74.6,24147,8409,6313,2903,3678,1712,,1132
2009,5362016,,15877,69.6,10883,3879,3020,693,1850,779,,662
2009,53620020020,,38875,75.2,28893,9973,7890,2604,5253,1857,,1316
2009,53620024024,,37162,73.5,26984,9048,7367,2685,4446,2193,,1245
2009,53620028028,,42483,73.3,30791,10340,8696,3091,4997,2289,,1378
2009,53620032032,,47047,71.9,33384,10809,9414,3132,5332,2875,,1822
2009,53620036036,,41128,79.8,32468,11790,7922,3588,5984,1810,,1374
2009,5362040,,24789,70.2,17096,5614,4723,1442,2830,1487,,
2009,5366,,148942,70.5,103357,39657,21783,8177,20250,8083,,5407
2009,5366004,,14548,74.6,10710,4325,1892,965,2271,729,,528
2009,5366008,,6789,74.8,4983,2170,874,384,941,387,,227
2009,5366012,,3351,78.2,2561,1123,389,174,565,193,,117
2009,53660016016,,42292,65.6,27336,9770,6188,2169,5373,2296,,1540
2009,5366020,,6587,73.4,4735,1939,859,337,1003,371,,226
2009,5366024,,9295,72.9,6672,2551,1315,489,1395,538,,384
2009,5366028,,21155,70.5,14700,5389,3375,1275,2678,1212,,771
2009,5366032,,6082,77.5,4644,2090,765,420,889,261,,219
2009,5366036,,10474,70.3,7260,3040,1286,551,1516,569,,298
2009,5366040,,12727,71.9,9017,3113,2424,600,1667,694,,519
2009,5366044,,15642,69.7,10739,4147,2416,813,1952,833,,578
2009,5370,,187605,70.2,129838,53888,27877,9307,21315,10638,,6813
2009,5370004,,34678,71.2,24379,9579,5150,2073,4576,1680,,1321
2009,5370008,,8485,71,5919,3048,971,371,933,325,,271
2009,5370012,,20580,71,14378,6068,2960,1096,2268,1235,,751
2009,5370016,,30823,69,20911,9887,3717,1346,3358,1601,,1002
2009,5370020,,28052,66.6,18382,6892,4784,1221,2551,1818,,1116
2009,5370024,,5567,72,3955,2077,651,242,639,197,,149
2009,5370028,,18373,68.8,12451,4149,3762,795,1516,1452,,777
2009,5370032,,6471,75.6,4803,2616,608,305,793,268,,213
2009,5370036,,12603,70.6,8782,3558,1888,631,1441,809,,455
2009,5370040,,21973,73,15878,6014,3386,1227,3240,1253,,758
2009,5374,,211963,71.1,148436,56807,35604,12826,25007,11070,,7122
2009,5374004,,13372,69.5,9136,3628,2297,610,1506,655,,440
2009,5374008,,15276,74.7,11275,3890,3094,1131,1704,935,,521
2009,53740012012,,38740,68.8,26246,9741,6471,2230,4270,2266,,1268
2009,5374016,,12279,71.6,8679,3384,1967,773,1515,589,,451
2009,5374020,,16443,75.6,12318,4924,2689,1300,2097,781,,527
2009,5374024,,10338,72.5,7389,3012,1690,604,1238,510,,335
2009,5374028,,8388,69.4,5740,2192,1436,409,991,472,,240
2009,5374032,,13261,70.4,9201,3332,2341,870,1499,700,,459
2009,5374036,,17316,72.1,12311,4577,2877,986,2289,840,,742
2009,5374040,,14968,68.7,10118,3678,2390,834,1918,791,,507
2009,5374044,,14326,63.3,8900,3626,2080,704,1294,747,,449
2009,5374048,,20382,72.1,14461,5058,3792,1310,2539,1075,,687
2009,5374052,,16874,76,12662,5765,2480,1065,2147,709,,496
2009,5378,,215582,77.3,165128,58572,38415,18582,31480,10832,,7247
2009,53780004004,,83186,77.3,63723,22138,15289,7921,11499,4223,,2653
2009,5378008,,13584,74.3,9986,3335,2556,1043,1789,718,,545
2009,5378012,,15549,77.3,11918,4761,2442,1166,2226,781,,542
2009,5378016,,21761,79,17005,5847,4459,1734,3094,1089,,782
2009,5378020,,12082,82.8,9942,3948,2015,1057,2120,463,,339
2009,5378024,,20497,78,15809,5721,3415,1703,3245,1007,,718
2009,5378028,,21027,76.5,15967,4983,3924,2012,3224,1144,,680
2009,5378032,,27896,75.2,20778,7839,4315,1946,4283,1407,,988
2009,5382,,443263,74.2,325209,118003,71221,34257,66346,20450,,14932
2009,5382004,,17402,76,13076,4525,2634,1729,2934,674,,580
2009,5382008,,18582,79.4,14564,5014,3043,1567,3574,812,,554
2009,5382012,,35926,73.6,26194,9868,5720,2801,5161,1509,,1135
2009,5382016,,13999,67.9,9373,3079,2005,870,2232,709,,478
2009,5382020,,34230,72.8,24643,8988,5201,2702,4843,1720,,1189
2009,5382024,,30413,77.4,23309,8358,4718,2827,5138,1303,,965
2009,5382028,,23319,76.7,17704,6364,3891,2296,3364,989,,800
2009,5382032,,18425,78.2,14243,5574,2769,1332,3259,758,,551
2009,5382036,,11334,74,8282,2904,1624,1061,1613,635,,445
2009,5382040,,15729,76.3,11876,4113,2525,1309,2616,705,,608
2009,5382044,,26839,75.6,20120,7342,4601,1767,4218,1312,,880
2009,5382048,,20170,76.7,15307,6045,2952,1440,3433,737,,700
2009,5382052,,7980,71.1,5590,1980,1290,569,1045,423,,283
2009,53820056056,,41938,73.4,30490,11142,6870,3125,6044,1883,,1426
2009,5382060,,29413,70.7,20600,7900,4338,2300,3684,1339,,1039
2009,5382064,,13994,77.9,10767,4313,2247,955,2242,572,,438
2009,53820068068,,53053,69.6,36477,12618,9200,3532,6305,2885,,1937
2009,5382072,,15009,81.3,12081,4648,2282,1122,3073,552,,404
2009,5382076,,15508,68.7,10513,3228,3311,953,1568,933,,520
2009,55,,1967410,73,1422301,502096,418410,130236,193866,113904,,63789
2009,55120000000,,90873,71.2,63941,17041,25363,4393,6644,6851,,3649
2009,5130000000,,187486,64.9,120201,27930,50435,8327,10846,14497,,8166
2009,55150000000,,210934,77.7,162731,54902,38604,27985,23951,10970,,6319
2009,5554,,273666,73.6,199716,90752,43790,14571,32976,10752,,6875
2009,5554004,,28212,74.3,20769,9444,4184,1727,3536,1124,,754
2009,55540008008,,55037,73.3,40056,17044,10876,2816,6005,2014,,1301
2009,5554012,,31642,73.2,22936,10635,4569,1706,4055,1238,,733
2009,5554016,,12817,74.5,9473,4257,2175,852,1398,468,,323
2009,5554020,,32630,62.9,20281,7875,5217,1272,3198,1856,,863
2009,5554024,,6127,77.3,4692,2570,826,227,704,202,,163
2009,5554028,,6335,79.3,4987,2451,961,404,780,228,,163
2009,5554032,,8013,73.1,5806,2364,1746,379,812,316,,189
2009,5554036,,5195,74.4,3822,1887,662,298,694,168,,113
2009,5554040,,8646,80.9,6925,3503,1175,483,1075,423,,266
2009,5554044,,10954,72.5,7869,3726,1443,553,1353,459,,335
2009,5554048,,14568,78.6,11359,5153,2500,1196,1792,430,,288
2009,5554052,,4843,76.3,3655,1920,557,254,614,180,,130
2009,5554056,,15296,77,11664,5353,2247,698,2408,551,,407
2009,5554060,,6651,77.5,5107,2683,792,276,995,223,,138
2009,5554064,,9859,76.2,7442,3622,1318,564,1313,362,,263
2009,5554068,,16841,77.2,12873,6265,2542,866,2244,510,,446
2009,5558,,169618,77.1,129731,55208,28524,11911,21529,7724,,4835
2009,5558004,,11675,77.6,8982,4190,1805,666,1557,452,,312
2009,5558008,,8986,79.2,7076,3096,1472,735,1212,362,,199
2009,5558012,,28793,75.5,21577,9147,4625,2062,3596,1322,,825
2009,5558016,,35984,75.8,27062,11139,6868,1962,4299,1770,,1024
2009,5558020,,8838,80.6,7084,2693,1674,991,1077,421,,228
2009,5558024,,18530,76.8,14123,6070,2910,1484,2298,847,,514
2009,5558028,,7749,79.5,6113,2649,1439,510,936,365,,214
2009,5558032,,15275,78.2,11877,4673,2651,1305,2034,695,,519
2009,5558036,,9740,76.1,7343,3164,1543,502,1201,624,,309
2009,5558040,,8306,79.2,6506,3227,1067,408,1299,292,,213
2009,5558044,,15742,76.8,11988,5160,2470,1286,2020,574,,478
2009,5562,,487548,71.4,344577,100262,123850,26157,38208,37589,,18511
2009,55620004004,,59593,70.6,41566,10654,16145,3047,4494,4772,,2454
2009,5562008,,27237,70.5,18983,5600,6697,1492,2073,2013,,1108
2009,5562012,,61782,73.1,44727,15471,13456,3365,5911,4348,,2176
2009,55620014014,,56000,69.1,38259,9641,15713,2509,3616,4425,,2355
2009,5562016,,30612,78.7,23876,9361,6238,2537,3241,1533,,966
2009,55620020020,,47168,71.7,33448,8880,13421,2119,3325,3936,,1767
2009,55620024024,,67328,70,46690,12522,18572,3004,4928,5121,,2543
2009,5562028,,22654,71.1,15936,4055,6182,1147,1652,2011,,889
2009,55620032032,,91535,70.5,63848,18828,21638,5464,6902,7578,,3438
2009,5562036,,23639,73.6,17244,5250,5788,1473,2066,1852,,815
2009,5566,,335998,74.2,246996,93295,70236,22283,36044,15697,,9441
2009,5566004,,7658,80.4,6129,2611,1262,802,951,281,,222
2009,5566008,,27171,75.9,20438,7692,5457,2354,2882,1332,,721
2009,5566012,,26999,71.5,19106,6798,4958,2080,3189,1309,,772
2009,5566016,,14968,75.4,11199,5159,2770,811,1460,603,,396
2009,5566020,,5718,78.5,4450,2169,1120,188,675,136,,162
2009,5566024,,4976,79.3,3912,1845,837,290,588,201,,151
2009,5566028,,39526,73.9,28928,9665,10354,2387,3436,2060,,1026
2009,5566032,,5080,78.6,3961,1337,1150,387,749,217,,121
2009,5566036,,4820,80.1,3825,1546,739,472,706,218,,144
2009,5566040,,16795,70.6,11704,3603,4007,1119,1579,898,,498
2009,5566044,,6806,76,5135,1705,1669,539,767,285,,170
2009,5566048,,10386,71,7289,1989,2444,739,1170,637,,310
2009,5566052,,4826,77.8,3715,1677,974,227,525,185,,127
2009,5566056,,9393,78.1,7269,2707,2586,536,828,393,,219
2009,5566060,,10476,75.7,7867,3593,1796,658,1141,387,,292
2009,5566064,,7257,77.5,5584,2536,1265,422,855,281,,225
2009,5566068,,14169,75.1,10527,4351,2882,711,1612,576,,395
2009,5566072,,8949,78.8,6994,3011,2086,542,781,331,,243
2009,5566076,,57208,70.3,39815,15354,11183,2962,5754,2867,,1695
2009,5566080,,5266,78,4071,1800,888,414,625,216,,128
2009,55660084084,,25827,73.1,18703,6552,4878,2033,3179,1227,,834
2009,5566088,,7098,79.1,5565,1796,1745,626,847,383,,168
2009,5566092,,8811,72.3,6302,1636,2289,644,1013,450,,270
2009,5566096,,5815,78.1,4508,2163,897,340,732,224,,152
2009,5570,,211287,73.9,154408,62706,37608,14609,23668,9824,,5993
2009,55700004004,,38262,69.9,26409,9358,8413,1746,3192,2615,,1085
2009,5570008,,28264,69.4,19387,6912,5655,1789,2656,1535,,840
2009,5570012,,4638,74,3385,1548,588,308,607,182,,152
2009,5570016,,11877,79.3,9321,4048,1980,1080,1441,455,,317
2009,5570020,,15854,71.7,11203,4463,2930,836,1765,755,,454
2009,5570024,,7332,81.7,5942,2432,1339,583,1101,254,,233
2009,5570028,,22515,76.7,17055,7114,4263,1694,2445,861,,678
2009,5570032,,8040,77.2,6120,2890,1034,630,1156,242,,168
2009,5570036,,10485,71.6,7438,3302,1481,604,1276,453,,322
2009,5570040,,10193,75.9,7625,3354,1746,639,1190,367,,329
2009,5570044,,14910,77.2,11421,4584,2165,1760,2029,576,,307
2009,5570048,,9959,76.3,7521,3479,1474,650,1224,394,,300
2009,5570052,,28958,75.3,21581,9222,4540,2290,3586,1135,,808
2009,57,,1557841,71.9,1106030,396692,320792,103292,153253,80974,,51027
2009,57110000000,,238268,72.9,171661,52207,51537,24133,18992,16692,,8100
2009,5754,,261647,72.5,187440,72877,47665,18235,27933,12251,,8479
2009,5754004,,6701,72.1,4784,1538,1394,545,702,394,,211
2009,57540008008,,71104,70.2,49324,16775,13854,5776,6756,3785,,2378
2009,5754012,,16040,73,11589,4070,3605,1244,1395,771,,504
2009,5754016,,17284,73.7,12593,5453,3141,1025,1654,738,,582
