year,regional_schlüssel,kreis_city,eligblvotrs,votrpart,vldsecndvotrs,CDU/CSU ,SPD,GRÜNE,FDP ,DIE LINKE,AfD,Sonstige Parteien
2017,5962,      Märkischer Kreis,304554,72.1,217529,73881,56694,10792,29128,14195,24512,8327
2017,5962004,        Altena,13358,72.9,9668,2991,2898,478,1160,699,1055,387
2017,5962008,        Balve,9023,78.9,7079,3093,1447,323,1122,294,595,205
2017,5962012,        Halver,12164,74.6,8989,3299,2262,509,1144,564,920,291
2017,5962016,        Hemer,25972,71.4,18391,5883,4561,958,2533,1409,2319,728
2017,5962020,        Herscheid,5632,77.9,4356,1527,1137,212,576,224,525,155
2017,59620024024,        Iserlohn,68488,71.8,48707,16058,12366,2482,6263,3576,6059,1903
2017,5962028,        Kierspe,12089,67.5,8077,2767,2145,423,1050,505,907,280
2017,59620032032,        Lüdenscheid,51170,69.6,35249,11462,9811,1719,4563,2514,3695,1485
2017,5962036,        Meinerzhagen,14678,70.6,10255,3592,2439,509,1421,606,1257,431
2017,59620040040,        Menden (Sauerland),40894,73.9,29973,11047,7178,1602,4251,1850,3016,1029
2017,5962044,        Nachrodt-Wiblingwerde,4848,76.4,3681,1199,1015,169,486,223,412,177
2017,5962048,        Neuenrade,8608,77.2,6602,2322,1713,318,966,309,736,238
2017,5962052,        Plettenberg,17844,70.1,12409,4122,3603,447,1683,636,1463,455
2017,5962056,        Schalksmühle,8275,77.6,6381,2173,1707,360,1046,355,520,220
2017,5962060,        Werdohl,11511,67.7,7712,2346,2412,283,864,431,1033,343
2017,5966,"      Olpe, Kreis",102708,76.5,77982,36574,15768,3134,10958,3437,6023,2088
2017,5966004,        Attendorn,17641,76.3,13351,5806,3047,526,1843,756,1017,356
2017,5966008,        Drolshagen,9254,78.4,7204,3705,1111,268,1121,223,599,177
2017,5966012,        Finnentrop,12755,74.5,9415,4662,1869,311,1197,381,711,284
2017,5966016,        Kirchhundem,9252,78.1,7189,3461,1497,295,942,281,516,197
2017,5966020,        Lennestadt,19539,74.4,14427,6135,3747,575,1789,618,1160,403
2017,5966024,        Olpe,18752,76.5,14239,6721,2412,674,2371,655,1058,348
2017,5966028,        Wenden,15515,78.8,12157,6084,2085,485,1695,523,962,323
2017,5970,"      Siegen-Wittgenstein, Kreis",212912,76.2,160959,54648,42551,8857,19125,12624,17154,6000
2017,5970004,        Bad Berleburg,15356,76.9,11720,4325,3549,500,1218,688,1113,327
2017,5970008,"        Burbach, Siegerl",10878,74,7985,3326,1795,355,859,459,893,298
2017,5970012,        Erndtebrück,5678,77.7,4381,1618,1318,167,521,212,416,129
2017,5970016,"        Freudenberg, Westf",14310,79.2,11252,4076,2927,579,1452,690,1146,382
2017,5970020,        Hilchenbach,11714,77.6,9024,2862,2645,464,1124,689,910,330
2017,5970024,        Kreuztal,22676,76,17081,5051,5315,958,1964,1262,1859,672
2017,5970028,        Bad Laasphe,10923,76.2,8260,2937,2478,349,843,519,909,225
2017,5970032,        Netphen,18481,80.7,14747,5593,3334,754,1946,1014,1609,497
2017,5970036,"        Neunkirchen, Siegerl",9784,73.6,7129,2498,1911,302,899,451,837,231
2017,59700040040,        Siegen,76717,73.6,55978,16970,14385,3749,6453,5833,6103,2485
2017,5970044,        Wilnsdorf,16395,82.3,13402,5392,2894,680,1846,807,1359,424
2017,5974,"      Soest, Kreis",232301,75.1,173074,62764,43184,10723,23296,11702,16165,5240
2017,5974004,        Anröchte,8155,77.2,6239,2422,1495,290,882,386,605,159
2017,5974008,        Bad Sassendorf,9649,77.8,7453,2620,1972,386,1124,464,685,202
2017,5974012,        Ense,9772,79.7,7750,3209,1778,414,1081,436,624,208
2017,5974016,        Erwitte,12645,78.1,9804,3567,2316,435,1784,490,956,256
2017,5974020,        Geseke,15811,73.2,11473,4221,2887,569,1477,707,1258,354
2017,5974024,        Lippetal,9458,79.1,7450,3344,1653,390,931,364,573,195
2017,59740028028,        Lippstadt,50792,72.2,36344,12425,9050,2487,4731,2856,3647,1148
2017,5974032,        Möhnesee,9017,77.8,6978,2786,1498,477,1072,453,505,187
2017,5974036,        Rüthen,8315,81.4,6713,2802,1608,325,898,367,537,176
2017,5974040,        Soest,37007,73.5,27030,8453,6780,2270,3679,2222,2654,972
2017,5974044,        Warstein,20410,75.7,15354,5798,4256,888,1885,1006,1098,423
2017,5974048,        Welver,9917,80.7,7952,2876,2075,460,1049,471,774,247
2017,5974052,        Werl,22549,71.3,15934,5892,3888,1007,1926,1063,1630,528
2017,5974056,        Wickede (Ruhr),8804,75.6,6600,2349,1928,325,777,417,619,185
2017,5978,"      Unna, Kreis",306624,75.3,228588,64412,75172,14431,25533,15677,23652,9711
2017,5978004,        Bergkamen,36234,71.8,25783,5829,10163,1314,2310,1679,3196,1292
2017,5978008,        Bönen,13528,75.2,10095,2510,3611,598,1100,675,1093,508
2017,5978012,        Fröndenberg/Ruhr,16708,78,12937,4170,3752,828,1723,823,1147,494
2017,5978016,        Holzwickede,13637,80.3,10860,3201,3193,733,1646,700,982,405
2017,5978020,        Kamen,34040,76.8,25942,6694,9601,1668,2606,1846,2488,1039
2017,59780024024,        Lünen,63707,71.9,45227,11605,15560,2304,4404,3314,5662,2378
2017,5978028,        Schwerte,36660,78.2,28451,8106,8600,2283,3615,2072,2604,1171
2017,5978032,        Selm,20967,73.6,15281,5142,4454,758,1712,964,1745,506
2017,5978036,"        Unna, Stadt",47066,76.1,35512,10187,11285,2830,4196,2518,3179,1317
2017,5978040,        Werne,24077,77.5,18500,6968,4953,1115,2221,1086,1556,601
2013,5,,13253554,72.5,9498157,3776563,3028282,760642,498027,582925,,851718
2013,51,,3779917,71.7,2682250,1035898,864699,198954,150007,174119,,258573
2013,51110000000,,415139,73.3,301717,117028,85006,28844,22964,21210,,26665
2013,5112,,337326,67.4,224447,63774,91892,13717,6935,18635,,29494
2013,51130000000,,428928,71.3,302781,99736,112984,24877,13818,21475,,29891
2013,51140000000,,166103,68.9,113006,43973,35137,9008,7334,7442,,10112
2013,51160000000,,192676,66.2,125942,55030,35447,7792,7414,8080,,12179
2013,51170000000,,126201,75.1,93749,32361,34601,7126,4778,6064,,8819
2013,51190000000,,155788,69.4,106539,31506,44438,6874,3288,8656,,11777
2013,51200000000,,79140,69,53958,21599,16414,3678,3071,3891,,5305
2013,51220000000,,113680,70.9,79705,30582,24056,6614,4950,5335,,8168
2013,51240000000,,246429,69.6,169296,57318,54291,16702,9827,14013,,17145
2013,5154,,225823,71.7,160160,77833,43253,9856,9094,7322,,12802
2013,5154004,,9589,73.7,7000,3575,1805,415,409,249,,547
2013,5154008,,20106,69,13710,5904,4495,850,621,737,,1103
2013,5154012,,25751,72.5,18496,9184,4839,1096,996,889,,1492
2013,5154016,,24422,69.2,16711,8193,4542,938,952,738,,1348
2013,5154020,,9580,78.5,7441,3309,2265,409,419,335,,704
2013,5154024,,10308,70.1,7151,3523,1859,442,415,325,,587
2013,5154028,,10052,77.3,7702,3751,2046,487,436,326,,656
2013,5154032,,21197,73.3,15401,7980,3716,959,910,618,,1218
2013,51540036036,,35602,66,23214,10678,6440,1631,1460,1295,,1710
2013,5154040,,5837,76,4379,2370,1064,266,251,147,,281
2013,5154044,,17018,72,12125,5462,3811,818,554,539,,941
2013,5154048,,5345,80.9,4279,1845,1267,303,308,233,,323
2013,5154052,,11450,75.9,8616,4946,1737,451,534,325,,623
2013,5154056,,6284,74.5,4630,2411,1129,245,266,177,,402
2013,5154060,,6148,76.1,4631,2355,1031,321,348,155,,421
2013,5154064,,7134,66.3,4674,2347,1207,225,215,234,,446
2013,5158,,371057,74.8,274537,115950,80753,20107,17081,14454,,26192
2013,5158004,,34282,75.5,25614,10622,7405,2077,1650,1444,,2416
2013,5158008,,23760,77.2,18161,7616,4944,1518,1430,865,,1788
2013,5158012,,19254,74.3,14113,5763,4493,886,856,779,,1336
2013,51580016016,,42827,74.6,31637,13090,9465,2350,1860,1693,,3179
2013,51580020020,,44975,76.4,34016,15785,9039,2651,2044,1499,,2998
2013,5158024,,29032,75.7,21736,9529,5877,1548,1628,1022,,2132
2013,5158026,,30688,71.6,21719,9054,6443,1555,1048,1285,,2334
2013,51580028028,,69000,76,51953,23269,14423,3621,3832,2453,,4355
2013,51580032032,,60959,72.4,43524,16316,14771,3126,2076,2713,,4522
2013,5158036,,16280,74.8,12064,4906,3893,775,657,701,,1132
2013,5162,,333345,74.7,246425,115691,64594,15362,17367,11574,,21837
2013,51620004004,,47264,73.4,34307,15507,10164,1931,1913,1638,,3154
2013,51620008008,,47127,72.2,33615,15186,9891,1681,2187,1468,,3202
2013,5162012,,17871,74.5,13152,6692,3256,608,914,625,,1057
2013,5162016,,32771,79.7,25925,12772,6086,1716,2090,1148,,2113
2013,5162020,,26672,80.9,21368,10724,5088,1368,1489,871,,1828
2013,51620022022,,41417,80.7,33171,16023,7560,2307,3456,1324,,2501
2013,51620024024,,110190,70.7,77185,35053,20418,5317,4918,4217,,7262
2013,5162028,,10033,77.5,7702,3734,2131,434,400,283,,720
2013,5166,,227631,73.6,165797,76747,44103,11106,10493,8897,,14451
2013,5166004,,12045,72.8,8664,4433,1870,516,682,400,,763
2013,5166008,,12085,75.7,9060,4100,2622,554,528,486,,770
2013,5166012,,27360,77.2,20956,9671,5728,1560,1342,959,,1696
2013,5166016,,30940,71.8,21948,10689,5600,1241,1368,1159,,1891
2013,5166020,,11323,73,8176,3795,2006,567,508,481,,819
2013,5166024,,14454,75.1,10758,5279,2652,739,597,566,,925
2013,5166028,,23205,76.9,17635,7775,4995,1259,1132,930,,1544
2013,51660032032,,57531,68.7,39127,17237,10964,2585,2234,2521,,3586
2013,51660036036,,38688,76.8,29473,13768,7666,2085,2102,1395,,2457
2013,5170,,360651,74,264191,96770,97730,17291,11593,17071,,23736
2013,5170004,,10312,79.5,8107,3833,2333,511,425,360,,645
2013,51700008008,,53203,74.5,39228,12376,15784,2730,1514,3076,,3748
2013,5170012,,21339,78.6,16638,8128,4753,990,964,688,,1115
2013,5170016,,11420,80.4,9117,3350,3347,665,519,530,,706
2013,5170020,,28060,67.5,18723,5475,8669,966,565,1305,,1743
2013,51700024024,,78662,72.9,56697,18617,22623,3673,2265,4001,,5518
2013,5170028,,21301,75.1,15797,5807,6074,1108,590,903,,1315
2013,5170032,,24758,75.8,18559,7220,6352,1348,891,1037,,1711
2013,5170036,,11257,79.4,8863,4079,2552,627,512,364,,729
2013,5170040,,6787,74.7,5033,2493,1285,318,307,220,,410
2013,5170044,,29282,74.4,21587,6639,8826,1323,797,1763,,2239
2013,51700048048,,47285,70.9,33207,12833,11611,2116,1594,2180,,2873
2013,5170052,,16985,75.2,12635,5920,3521,916,650,644,,984
2013,53,,3230011,73.7,2352787,954745,664995,225732,146301,145544,,215470
2013,53140000000,,226487,77.3,173239,62844,44909,23686,14418,10988,,16394
2013,53150000000,,722435,72.5,519398,171386,154707,73400,31284,42054,,46567
2013,53160000000,,117980,72,84009,33172,26993,6486,4373,4919,,8066
2013,5334,,408308,73.2,295502,115056,89329,27705,16349,20750,,26313
2013,5334004,,33438,68.1,22372,8336,8298,1144,755,1559,,2280
2013,5334008,,18976,72.7,13594,6080,4359,703,574,751,,1127
2013,53340012012,,42204,69.6,28944,11167,10505,1358,1285,1925,,2704
2013,5334016,,35523,74,25934,9782,8764,1913,1314,1910,,2251
2013,533400020020,,9470,78.5,7341,3565,1765,619,463,354,,575
2013,533400020024,,6405,83.8,5305,2363,1323,611,323,293,,392
2013,533400020028,,12035,78.1,9280,4762,2263,563,540,462,,690
2013,53340032032,,41618,69.6,28598,11604,9089,1786,1517,1962,,2640
2013,5334036,,28706,73.7,20900,8669,6531,1523,1177,1322,,1678
2013,5334002,,179933,74.7,133234,48728,36432,17485,8401,10212,,11976
2013,5354,,0,0,0,0,0,0,0,0,,0
2013,5354004,,0,0,0,0,0,0,0,0,,0
2013,5354008,,0,0,0,0,0,0,0,0,,0
2013,53340012012,,0,0,0,0,0,0,0,0,,0
2013,5354016,,0,0,0,0,0,0,0,0,,0
2013,5354020,,0,0,0,0,0,0,0,0,,0
2013,5354024,,0,0,0,0,0,0,0,0,,0
2013,5354028,,0,0,0,0,0,0,0,0,,0
2013,5354032,,0,0,0,0,0,0,0,0,,0
2013,5354036,,0,0,0,0,0,0,0,0,,0
2013,5358,,199550,72.9,143471,63532,42549,8729,7102,8120,,13439
2013,5358004,,10127,72.6,7258,3079,2455,295,318,395,,716
2013,5358008,,64105,66.2,41734,17187,12995,2698,1862,2911,,4081
2013,5358012,,3559,76.8,2695,1350,656,113,236,128,,212
2013,5358016,,6904,79.8,5435,2755,1271,376,309,254,,470
2013,5358020,,5588,78.4,4299,1862,1401,213,203,215,,405
2013,5358024,,24966,75.5,18609,8032,5597,1303,1055,1004,,1618
2013,5358028,,14180,77.2,10834,5055,2989,720,568,527,,975
2013,5358032,,11012,79.6,8631,3738,2527,571,463,489,,843
2013,5358036,,10092,74.4,7395,3583,2080,415,330,340,,647
2013,5358040,,7858,75.1,5827,2749,1695,322,240,293,,528
2013,5358044,,8087,77.2,6164,2985,1481,423,387,317,,571
2013,5358048,,10907,75.3,8096,3371,2886,366,312,390,,771
2013,5358052,,8395,74,6133,2807,1690,334,322,337,,643
2013,5358056,,6596,77.9,5074,2406,1419,302,257,239,,451
2013,5358060,,7174,74.7,5287,2573,1407,278,240,281,,508
2013,5362,,344341,73.9,249054,105259,76374,17746,14319,12809,,22547
2013,5362004,,18117,74.4,13136,5926,4292,540,628,545,,1205
2013,53620008008,,43296,70.9,29877,12393,9628,1622,1560,1611,,3063
2013,5362012,,32836,75.8,24489,10067,7345,2346,1382,1262,,2087
2013,5362016,,16051,69.8,10912,4814,3313,524,587,578,,1096
2013,53620020020,,38857,75.2,28640,12727,8618,1967,1767,1260,,2301
2013,53620024024,,37946,74.1,27366,11536,8343,2033,1534,1579,,2341
2013,53620028028,,43858,73,31345,12857,9609,2559,1764,1689,,2867
2013,53620032032,,47208,72.5,33394,13528,10624,2243,1702,1972,,3325
2013,53620036036,,41245,80.6,32705,14467,9280,2743,2460,1292,,2463
2013,5362040,,24927,70.4,17190,6944,5322,1169,935,1021,,1799
2013,5366,,148648,71.7,105152,49317,25697,7062,7527,5532,,10017
2013,5366004,,14401,75.2,10694,5083,2249,833,879,592,,1058
2013,5366008,,6673,75.6,4980,2620,1026,337,371,239,,387
2013,5366012,,3293,78.6,2534,1371,465,110,223,149,,216
2013,53660016016,,42302,68,28404,12534,7557,1863,2066,1610,,2774
2013,5366020,,6385,73.8,4643,2417,976,294,356,196,,404
2013,5366024,,9154,73.1,6599,3111,1577,420,514,353,,624
2013,5366028,,21202,72,15035,6828,3897,1109,928,793,,1480
2013,5366032,,6024,78.2,4663,2524,932,346,301,180,,380
2013,5366036,,10330,71,7264,3695,1608,461,569,355,,576
2013,5366040,,13180,72.8,9474,4137,2687,631,571,462,,986
2013,5366044,,15704,70.1,10862,4997,2723,658,749,603,,1132
2013,5370,,188266,71.5,132639,65417,34895,7336,6543,6915,,11533
2013,5370004,,34728,73.4,25172,12390,6477,1550,1332,1145,,2278
2013,5370008,,8481,73,6110,3613,1244,314,302,219,,418
2013,5370012,,20648,71.3,14485,7130,3604,889,766,825,,1271
2013,5370016,,30964,70.1,21357,11684,4956,1033,1041,1003,,1640
2013,5370020,,27985,67,18466,8074,6011,834,732,1031,,1784
2013,5370024,,5511,73.4,3991,2308,795,201,289,143,,255
2013,5370028,,18341,68.8,12418,4824,4354,656,410,926,,1248
2013,5370032,,6478,77.5,4941,2975,875,251,254,193,,393
2013,5370036,,13144,71.8,9303,4384,2550,549,445,557,,818
2013,5370040,,21986,75.3,16396,8035,4029,1059,972,873,,1428
2013,5374,,209414,72.1,148946,67437,40185,10347,8446,8055,,14476
2013,5374004,,13147,68.8,8933,4103,2598,477,427,466,,862
2013,5374008,,15166,75.9,11368,4587,3452,965,665,657,,1042
2013,53740012012,,38161,69.6,26208,11375,7292,1698,1503,1580,,2760
2013,5374016,,12094,73.4,8751,4065,2273,586,559,488,,780
2013,5374020,,16412,77.3,12562,5785,3309,1048,746,574,,1100
2013,5374024,,10303,73.9,7504,3629,1915,471,383,378,,728
2013,5374028,,8211,68.9,5600,2652,1483,364,291,313,,497
2013,5374032,,13212,72.4,9437,4080,2637,820,507,488,,905
2013,5374036,,16732,72.6,11991,5414,3186,752,784,624,,1231
2013,5374040,,14784,70,10203,4556,2670,679,600,540,,1158
2013,5374044,,14213,64.3,8981,4223,2292,535,434,515,,982
2013,5374048,,20249,73.7,14743,6241,4273,1041,910,808,,1470
2013,5374052,,16730,76.6,12665,6727,2805,911,637,624,,961
2013,5378,,216414,78.2,167720,73278,43721,15113,11676,8473,,15459
2013,53780004004,,83619,78.3,64932,27152,17239,6553,4552,3512,,5924
2013,5378008,,13762,75.4,10267,4343,2909,816,609,551,,1039
2013,5378012,,15505,78.2,12039,5917,2951,997,668,533,,973
2013,5378016,,22056,79.3,17310,7390,4856,1413,1178,865,,1608
2013,5378020,,12113,83.5,10042,4952,2149,868,778,371,,924
2013,5378024,,20437,78.3,15875,7135,4004,1352,1174,706,,1504
2013,5378028,,21430,78.2,16634,6708,4552,1668,1244,843,,1619
2013,5378032,,27492,75.7,20621,9681,5061,1446,1473,1092,,1868
2013,5382,,448168,75.3,333657,148047,85636,28122,24264,16929,,30659
2013,5382004,,17566,77,13384,5914,3130,1442,1062,618,,1218
2013,5382008,,19013,78.3,14734,6387,3598,1442,1411,696,,1200
2013,5382012,,36124,75.4,26981,12216,6456,2346,2117,1341,,2505
2013,5382016,,13964,68.5,9423,3987,2486,687,696,593,,974
2013,5382020,,35483,74.8,26253,11683,6625,2402,1780,1382,,2381
2013,5382024,,30542,78.3,23676,10308,5770,2363,2142,1115,,1978
2013,5382028,,23440,78.8,18267,8326,4664,1751,1157,821,,1548
2013,5382032,,18324,78.3,14170,6805,3310,1023,1162,586,,1284
2013,5382036,,11522,74.8,8517,3901,2033,751,488,482,,862
2013,5382040,,15609,77.4,11991,5345,2864,1067,916,605,,1194
2013,5382044,,27584,77.1,21064,9451,5843,1378,1534,922,,1936
2013,5382048,,20816,77.8,16011,7541,3784,1276,1300,637,,1473
2013,5382052,,7842,71.7,5528,2450,1368,481,327,315,,587
2013,53820056056,,42141,74,30843,13622,8213,2462,2183,1627,,2736
2013,5382060,,29938,72.3,21432,9188,5511,1943,1350,1308,,2132
2013,5382064,,13962,78.2,10793,5284,2530,738,828,403,,1010
2013,53820068068,,53577,71.1,37647,15795,11055,2773,2023,2380,,3621
2013,5382072,,15303,81.4,12318,5783,2780,1030,1263,410,,1052
2013,5382076,,15418,69.7,10625,4061,3616,767,525,688,,968
2013,55,,1973584,73.9,1445136,603045,472813,109548,68580,77689,,113461
2013,55120000000,,89657,71.7,63588,21102,26710,3500,2025,4074,,6177
2013,5130000000,,181476,65.3,116948,32380,51514,6413,3468,8880,,14293
2013,55150000000,,227762,79.1,178802,67626,48579,27118,12119,11254,,12106
2013,5554,,275979,74.9,205201,109507,52647,11980,10762,7711,,12594
2013,5554004,,28787,75.4,21549,11771,5219,1258,1228,778,,1295
2013,55540008008,,55454,74.1,40794,20350,12016,2456,1895,1641,,2436
2013,5554012,,31859,75,23726,13038,5478,1487,1440,876,,1407
2013,5554016,,13141,75.9,9896,4967,2724,676,484,403,,642
2013,5554020,,32438,65.1,20923,9702,6588,950,991,1088,,1604
2013,5554024,,6195,78.5,4826,3119,938,183,208,132,,246
2013,5554028,,6329,80,5037,2844,1210,289,253,150,,291
2013,5554032,,7909,74.9,5873,2802,1889,327,275,267,,313
2013,5554036,,5138,77.5,3946,2356,787,232,222,143,,206
2013,5554040,,8780,80.7,7041,4049,1541,405,358,227,,461
2013,5554044,,11237,75,8366,4656,1876,481,427,295,,631
2013,5554048,,14787,79.6,11686,6173,3080,909,483,403,,638
2013,5554052,,4773,78,3688,2207,724,219,198,123,,217
2013,5554056,,15259,78.1,11789,6508,2741,635,782,390,,733
2013,5554060,,6732,78.9,5270,3221,1029,272,345,127,,276
2013,5554064,,10050,77.8,7782,4374,1779,444,451,257,,477
2013,5554068,,17111,76.8,13009,7370,3028,757,722,411,,721
2013,5558,,170708,78.3,132562,66480,34086,10576,7402,5522,,8496
2013,5558004,,11734,78.6,9152,4919,2183,588,568,322,,572
2013,5558008,,9017,80.8,7253,3649,1746,724,461,273,,400
2013,5558012,,28801,76.5,21828,10989,5790,1828,1167,831,,1223
2013,5558016,,36029,76.7,27412,13659,7464,1837,1409,1231,,1812
2013,5558020,,9072,81.9,7373,3370,1906,884,424,315,,474
2013,5558024,,18716,77.6,14413,7121,3578,1289,827,628,,970
2013,5558028,,7885,80.5,6310,3151,1629,459,309,251,,511
2013,5558032,,15239,80,12118,5728,3237,1045,751,544,,813
2013,5558036,,9938,77.8,7659,3792,2023,496,393,385,,570
2013,5558040,,8383,81,6729,3976,1465,363,341,220,,364
2013,5558044,,15894,78,12315,6126,3065,1063,752,522,,787
2013,5562,,480075,71.6,339551,117899,134538,20074,11983,21824,,33233
2013,55620004004,,58673,70.1,40619,13055,16986,2462,1280,2796,,4040
2013,5562008,,26875,70.5,18712,6492,7371,1128,669,1165,,1887
2013,5562012,,60957,73.5,44271,18092,15233,2621,1795,2501,,4029
2013,55620014014,,55447,70.5,38629,11827,16857,1877,1275,2578,,4215
2013,5562016,,30440,79.4,23931,10732,7358,1894,1125,1067,,1755
2013,55620020020,,45853,71.3,32248,10480,13591,1717,1021,2185,,3254
2013,55620024024,,66315,69.5,45466,14738,19408,2277,1531,2991,,4521
2013,5562028,,22021,70.8,15367,4640,6650,844,467,1093,,1673
2013,55620032032,,89964,71,63118,21623,24646,4088,2191,4348,,6222
2013,5562036,,23530,73.9,17190,6220,6438,1166,629,1100,,1637
2013,5566,,337572,75.3,251951,114287,79130,18582,12335,11566,,16051
2013,5566004,,7812,81.9,6341,3011,1606,720,357,283,,364
2013,5566008,,27379,76.9,20893,9228,6652,1777,938,1019,,1279
2013,5566012,,27519,72.7,19820,8405,6087,1725,1054,1143,,1406
2013,5566016,,15153,77.6,11670,6176,3265,674,454,422,,679
2013,5566020,,5678,80,4506,2585,1142,160,269,102,,248
2013,5566024,,4973,81.4,4016,2140,1034,268,193,157,,224
2013,5566028,,39632,75.1,29475,12077,10850,2035,1170,1471,,1872
2013,5566032,,5138,78.3,3992,1703,1272,330,304,167,,216
2013,5566036,,4872,81.4,3914,1944,945,381,268,156,,220
2013,5566040,,16809,69.9,11611,4267,4472,908,580,577,,807
2013,5566044,,6748,76.4,5109,2131,1734,458,264,229,,293
2013,5566048,,10562,69.8,7315,2687,2730,552,381,381,,584
2013,5566052,,4857,78.6,3794,2068,999,207,142,123,,255
2013,5566056,,9370,78.9,7329,3361,2551,514,286,264,,353
2013,5566060,,10442,77.4,8046,4293,2113,539,337,287,,477
2013,5566064,,7219,79.2,5668,2956,1438,406,301,206,,361
2013,5566068,,14343,76.2,10838,5354,3244,624,583,408,,625
2013,5566072,,8896,79.2,6997,3562,2145,468,227,219,,376
2013,5566076,,57521,71.9,40983,18990,12573,2496,1997,2118,,2809
2013,5566080,,5306,80,4209,2131,1075,375,192,197,,239
2013,55660084084,,25708,74.1,18842,8080,5779,1669,1093,878,,1343
2013,5566088,,6945,79.2,5461,2211,1824,502,323,251,,350
2013,5566092,,8774,73.5,6367,2205,2525,503,380,323,,431
2013,5566096,,5916,80.9,4755,2722,1075,291,242,185,,240
2013,5570,,210355,75.2,156533,73764,45609,11305,8486,6858,,10511
2013,55700004004,,37823,71.5,26721,10763,10091,1343,1062,1400,,2062
2013,5570008,,27836,70.1,19283,8117,6591,1268,893,956,,1458
2013,5570012,,4661,74.4,3422,1774,754,286,195,134,,279
2013,5570016,,12182,80.3,9717,4817,2504,851,546,427,,572
2013,5570020,,15585,73.6,11338,5293,3491,634,593,528,,799
2013,5570024,,7280,81.5,5897,2884,1513,491,442,236,,331
2013,5570028,,22358,77,17024,8155,5053,1259,873,618,,1066
2013,5570032,,8022,78,6212,3354,1298,472,521,219,,348
2013,5570036,,10482,73.5,7629,4012,1891,486,409,318,,513
2013,5570040,,10255,77.3,7835,3855,2081,526,469,355,,549
2013,5570044,,14999,79.9,11921,5824,2837,1370,783,472,,635
2013,5570048,,9808,77.5,7543,3965,1852,509,402,301,,514
2013,5570052,,29064,76.4,21991,10951,5653,1810,1298,894,,1385
2013,57,,1551211,71.9,1103017,471638,341903,88517,50624,63052,,87283
2013,57110000000,,238358,72.5,170880,60120,55842,19883,6765,14496,,13774
2013,5754,,262477,72.6,188556,87417,53770,14915,9253,9347,,13854
2013,5754004,,6669,72.6,4802,1895,1528,463,250,306,,360
2013,57540008008,,71358,70.3,49565,20319,15600,4421,2260,3009,,3956
2013,5754012,,16158,74,11848,4883,3854,1127,517,581,,886
2013,5754016,,17279,72.5,12390,6309,3312,865,500,490,,914
2013,5754020,,11913,74.1,8730,4547,2160,574,457,354,,638
2013,5754024,,6276,75.7,4703,2407,1165,298,270,217,,346
2013,5754028,,33153,72.7,23825,11293,6562,1831,1326,1187,,1626
2013,5754032,,21379,74.4,15756,9187,3344,897,787,518,,1023
2013,5754036,,20060,74.3,14745,7478,3719,939,727,642,,1240
2013,5754040,,15422,75.1,11473,4969,3504,1074,562,627,,737
2013,5754044,,18370,74.3,13476,7283,3149,867,766,508,,903
2013,5754048,,15619,68.5,10575,4269,3784,731,541,535,,715
2013,5754052,,8821,76.4,6668,2578,2089,828,290,373,,510
2013,5758,,193511,71.1,136036,52974,48056,10359,5609,7999,,11039
2013,5758004,,34930,69.9,24127,9474,8478,1839,1031,1403,,1902
2013,5758008,,15723,73.6,11407,4345,4112,1015,447,617,,871
2013,57580012012,,49004,67.8,32821,13265,10612,2522,1420,2156,,2846
2013,5758016,,15936,74.9,11804,4527,4440,874,499,601,,863
2013,5758020,,12675,74,9278,3640,3410,642,361,510,,715
2013,5758024,,30835,70.1,21334,8097,7939,1433,739,1358,,1768
2013,5758028,,7690,74.6,5681,2043,2233,397,247,301,,460
2013,5758032,,11794,76.2,8891,3236,3264,818,370,481,,722
2013,5758036,,14924,72.4,10693,4347,3568,819,495,572,,892
2013,5762,,114147,73.7,83050,42941,21246,4537,4193,3716,,6417
2013,5762004,,14870,71.3,10466,5277,2465,555,646,584,,939
2013,5762008,,11050,72.4,7883,4141,2076,389,421,334,,522
2013,5762012,,7322,76.6,5526,3103,1239,244,289,205,,446
2013,5762016,,12724,74.6,9360,5189,2165,466,456,396,,688
2013,5762020,,23999,73.6,17450,8756,4788,1026,855,817,,1208
2013,5762024,,4140,78.8,3234,1913,717,172,99,112,,221
2013,5762028,,5037,76.9,3822,1925,1075,187,197,156,,282
2013,5762032,,10053,75.1,7441,3431,2318,464,335,352,,541
2013,5762036,,18517,73.1,13364,6824,3255,848,688,564,,1185
2013,5762040,,6435,71,4504,2382,1148,186,207,196,,385
2013,5766,,271671,72.7,195142,76355,68044,14852,8928,10547,,16416
2013,5766004,,6699,67.8,4446,2222,1280,181,183,199,,381
2013,57660008008,,40882,72,29087,11630,9817,1887,1618,1605,,2530
2013,5766012,,6972,70.3,4843,1987,1721,292,223,255,,365
2013,5766016,,12211,73.5,8868,3024,3687,661,326,458,,712
2013,5766020,,57222,72.3,40929,15426,14024,3784,1870,2579,,3246
2013,5766024,,6445,71.9,4581,1680,1701,364,207,256,,373
2013,5766028,,9596,70.3,6664,2609,2362,400,294,363,,636
2013,5766032,,13514,73.3,9759,3701,3419,712,464,609,,854
2013,5766036,,11374,73.1,8217,3288,3069,504,281,403,,672
2013,5766040,,26767,71.3,18817,7648,6432,1257,820,927,,1733
2013,5766044,,32054,72.8,23039,8988,7919,2109,1001,1159,,1863
2013,5766048,,12714,78.6,9876,4049,3354,730,361,454,,928
